exploitation,type_exploitation,pays,region,resultat,produit,quantite_tonnes,prix_tonne_eur,qualite
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,243.04,2971.69,Premium
Rungis International,Rungis International,France,Île-de-France,N/A,Tomates,41.09,1632.66,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Maïs,139.29,292.98,Standard
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Salades,15.95,2138.76,Premium
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Riz,228.92,419.52,Premium
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,375.99,2147.5,Standard
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Deglet Nour,215.84,9318.18,Bio Certifié
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Tomates,175.04,1624.47,Premium
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Riz,13.39,490.07,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,133.46,3460.2,Standard
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Salades,57.03,2035.05,Standard
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,71.93,1725.49,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Pamplemousses,98.27,1328.21,Bio Certifié
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Blé,390.68,283.95,Premium
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Table,29.94,3229.15,Commerce Équitable
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,143.47,1710.06,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Mandarines,111.51,1872.8,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,85.42,1494.89,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,419.65,1724.71,Standard
Rungis International,Rungis International,France,Île-de-France,N/A,Bananes,180.28,1028.43,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Riz,175.48,478.9,Premium
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Maïs,86.05,313.16,Standard
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,101.37,1448.54,Bio Certifié
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Orge,77.16,203.31,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Pommes de terre,396.12,554.99,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Arabica,692.84,4497.56,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Courgettes,996.7,2079.24,Premium
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Oignons,298.51,819.44,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Mandarines,192.55,1637.62,Premium
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,80.5,1925.78,Bio Certifié
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Tomates,494.75,2241.91,Bio Certifié
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Riz,90.13,419.87,Standard
Rungis International,Rungis International,France,Île-de-France,N/A,Salades,82.93,1979.49,Premium
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Pommes de terre,744.24,628.72,Bio Certifié
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Pommes,107.4,1168.69,Standard
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Pommes,175.44,1180.31,Standard
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,28.1,1756.67,Bio Certifié
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Maïs,134.78,265.32,Premium
Rungis International,Rungis International,France,Île-de-France,N/A,Bananes,96.22,920.82,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,201.65,3845.33,Standard
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Yaourt,190.23,3240.15,Bio Certifié
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Medjool,381.38,17625.57,Bio Certifié
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Beurre,94.81,9317.82,Bio Certifié
Rungis International,Rungis International,France,Île-de-France,N/A,Salades,61.25,1734.25,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,338.0,3210.94,Standard
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives de Table,106.37,3018.65,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Riz,140.33,384.85,Standard
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Medjool,254.63,16878.6,Bio Certifié
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,33.89,1494.89,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,353.04,2281.95,Standard
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Table,193.04,3243.07,Premium
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Orge,57.88,203.11,Premium
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Bananes,186.88,1056.86,Standard
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Tomates,136.72,1534.73,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Riz,19.16,514.42,Standard
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Medjool,305.16,18001.78,Premium
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,185.88,1648.84,Commerce Équitable
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Medjool,246.01,18401.88,Bio Certifié
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Arabica,395.54,4675.78,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Carottes,593.65,1008.37,Bio Certifié
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Pommes,23.91,1237.24,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Orge,105.08,222.8,Premium
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,14.87,1599.99,Bio Certifié
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives de Table,111.38,3613.3,Premium
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Pommes,145.94,1207.64,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,682.73,3358.23,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Carottes,940.99,936.38,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,109.39,1765.73,Commerce Équitable
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Pommes de terre,649.3,596.31,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,285.12,3104.38,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Arabica,196.19,4590.87,Standard
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,26.54,1839.14,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,478.13,3606.69,Premium
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Tomates,160.81,1565.97,Standard
Rungis International,Rungis International,France,Île-de-France,N/A,Pommes,181.0,1147.23,Standard
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,149.07,1856.99,Premium
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Maïs,128.53,275.95,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Carottes,876.52,896.72,Bio Certifié
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Carottes,285.57,1020.56,Bio Certifié
Rungis International,Rungis International,France,Île-de-France,N/A,Tomates,104.39,1719.5,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Maïs,94.12,275.45,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,215.55,2643.7,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Arabica,171.48,3940.64,Premium
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Deglet Nour,215.13,8005.77,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Pamplemousses,22.85,1373.53,Bio Certifié
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Fromage,122.63,11805.24,Bio Certifié
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Pommes de terre,994.73,587.19,Bio Certifié
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,400.21,3072.43,Standard
Rungis International,Rungis International,France,Île-de-France,N/A,Tomates,141.1,1365.42,Standard
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Tomates,166.14,1275.56,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Courgettes,207.85,2078.89,Bio Certifié
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Beurre,112.59,9261.92,Bio Certifié
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,159.7,1863.8,Premium
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,144.66,1446.22,Bio Certifié
Rungis International,Rungis International,France,Île-de-France,N/A,Pommes,82.37,1144.68,Standard
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Maïs,228.64,275.57,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Oignons,617.13,856.78,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Mandarines,112.55,1744.49,Premium
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Pommes,163.13,1304.41,Standard
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives de Table,42.97,3704.7,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Riz,187.22,460.15,Standard
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Table,102.54,3611.57,Premium
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Table,191.03,3841.46,Premium
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Lait,14.9,498.71,Commerce Équitable
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Salades,33.19,2056.57,Premium
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Blé,30.08,260.56,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Riz,79.31,434.67,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,76.17,4019.61,Standard
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Arabica,253.6,3925.75,Premium
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Carottes,656.25,1019.16,Bio Certifié
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,375.63,3111.51,Standard
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives à Huile,86.91,2092.45,Standard
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Pommes,167.23,1284.1,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,220.42,2926.72,Premium
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,111.7,3537.08,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,333.18,1819.31,Standard
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Citrons,60.51,1461.36,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,117.52,1894.81,Premium
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Medjool,227.51,16595.61,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Oranges,29.41,1173.32,Commerce Équitable
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Salades,58.39,2204.52,Standard
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Lait,166.78,559.24,Bio Certifié
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Lait,126.65,487.2,Bio Certifié
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives à Huile,197.77,1965.96,Standard
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Arabica,693.13,4907.88,Standard
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives à Huile,150.13,1911.95,Standard
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Table,189.04,3798.03,Bio Certifié
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives de Table,135.46,3777.59,Standard
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Tomates,66.13,1621.15,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Maïs,33.06,289.66,Premium
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Deglet Nour,265.21,9397.45,Bio Certifié
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Bananes,196.19,1030.56,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Maïs,18.31,247.31,Standard
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Deglet Nour,244.43,8247.3,Premium
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,186.38,1768.7,Bio Certifié
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Lait,64.32,613.08,Premium
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Tomates,113.36,1561.23,Standard
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Fromage,148.41,12128.86,Premium
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,197.09,1900.44,Bio Certifié
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Blé,140.21,219.39,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,408.15,2922.07,Premium
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Yaourt,66.53,3568.27,Premium
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Deglet Nour,245.21,7545.34,Bio Certifié
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Tomates,177.48,1400.06,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Maïs,69.08,300.36,Premium
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Orge,209.92,238.73,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,427.98,2199.61,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Blé,79.91,237.02,Standard
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Yaourt,199.3,3361.73,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,147.74,1782.69,Standard
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Yaourt,10.61,3625.57,Bio Certifié
Rungis International,Rungis International,France,Île-de-France,N/A,Salades,86.44,2224.56,Standard
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Lait,120.2,570.33,Bio Certifié
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Fromage,123.88,11543.21,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Citrons,24.64,1214.59,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,144.43,2195.08,Standard
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,72.36,1646.75,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Citrons,162.26,1511.97,Premium
Rungis International,Rungis International,France,Île-de-France,N/A,Tomates,90.04,1561.28,Premium
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Table,169.56,3378.02,Bio Certifié
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Deglet Nour,213.01,7982.97,Bio Certifié
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Pommes,121.43,1271.16,Premium
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives de Table,59.27,3426.14,Premium
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives à Huile,162.5,1974.91,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,72.43,2242.35,Premium
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,20.88,1541.51,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,99.69,1434.75,Bio Certifié
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Pommes,59.72,1108.91,Premium
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Table,95.45,3790.55,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,18.84,1740.33,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,88.11,1603.06,Premium
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Yaourt,193.04,3563.18,Commerce Équitable
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,404.47,2074.66,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Blé,134.29,227.36,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Tomates,952.33,2394.43,Bio Certifié
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Blé,52.81,231.32,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Pamplemousses,31.81,1396.13,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,593.95,3101.61,Standard
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Mandarines,41.5,1904.63,Premium
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,437.89,1976.1,Premium
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Yaourt,107.38,3821.72,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Pamplemousses,74.56,1400.67,Bio Certifié
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Salades,108.68,1822.93,Premium
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,58.54,1905.11,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,62.23,3043.46,Standard
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Mandarines,104.58,1481.16,Premium
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Orge,92.03,216.11,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,179.21,2175.71,Standard
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Yaourt,132.11,3180.63,Premium
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,363.15,2175.96,Standard
Rungis International,Rungis International,France,Île-de-France,N/A,Bananes,180.47,900.66,Standard
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Citrons,45.0,1565.48,Premium
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives à Huile,161.73,2280.65,Premium
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Bananes,105.99,1140.14,Standard
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives à Huile,130.59,1799.57,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,111.35,3053.78,Standard
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,49.85,1619.03,Commerce Équitable
Rungis International,Rungis International,France,Île-de-France,N/A,Tomates,165.62,1518.36,Premium
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Medjool,455.58,17564.41,Bio Certifié
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Table,177.17,3526.71,Bio Certifié
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Fromage,29.12,10325.98,Bio Certifié
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Pommes de terre,773.94,585.39,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Oranges,163.18,1235.5,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Table,138.47,3316.36,Premium
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Robusta,870.16,2754.46,Premium
Domaine Provence Bio,Domaine Provence Bio,France,Provence,N/A,Raisins de Cuve,107.4,1581.88,Bio Certifié
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Medjool,233.74,18106.61,Commerce Équitable
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Arabica,809.6,4722.73,Standard
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Table,10.04,3152.54,Bio Certifié
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,174.27,1703.51,Bio Certifié
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Bananes,90.28,862.61,Premium
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Table,34.22,3718.07,Commerce Équitable
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,412.21,2993.91,Premium
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Riz,423.23,420.51,Premium
Dairy Meadows,Dairy Meadows,Nouvelle-Zélande,Canterbury,N/A,Fromage,32.85,9749.63,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Pamplemousses,63.93,1382.67,Bio Certifié
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Orge,384.44,190.18,Premium
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Medjool,316.95,18777.2,Bio Certifié
Mercabarna,Mercabarna,Espagne,Catalogne,N/A,Tomates,64.21,1468.13,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Blé,109.07,217.27,Premium
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Souss-Massa,N/A,Tomates,150.14,1511.36,Standard
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Mandarines,177.01,1716.17,Bio Certifié
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,98.24,1497.31,Bio Certifié
Rungis International,Rungis International,France,Île-de-France,N/A,Pommes,125.35,1247.27,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Carottes,708.78,871.72,Bio Certifié
Rungis International,Rungis International,France,Île-de-France,N/A,Bananes,133.92,1135.16,Standard
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Pamplemousses,130.48,1097.81,Bio Certifié
Rungis International,Rungis International,France,Île-de-France,N/A,Salades,124.77,2244.43,Standard
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Oranges,72.96,1113.97,Bio Certifié
Rungis International,Rungis International,France,Île-de-France,N/A,Salades,49.33,2009.94,Standard
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Mandarines,168.33,1853.34,Bio Certifié
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives de Table,51.52,3391.64,Standard
Coopérative Oasis,Coopérative Oasis,Maroc,Marrakech-Safi,N/A,Deglet Nour,89.19,8695.01,Bio Certifié
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Maïs,308.65,240.49,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Oignons,218.34,783.23,Bio Certifié
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Carottes,894.03,1030.26,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Oranges,146.5,1272.56,Premium
Cooperative Grains Alliance,Cooperative Grains Alliance,USA,Kansas,N/A,Orge,73.01,204.0,Standard
Domaine Saada,Domaine Saada,Maroc,Meknès-Fès,N/A,Orge,31.75,212.33,Standard
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives de Table,123.3,3552.06,Premium
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,209.65,3963.81,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives à Huile,449.62,2059.22,Standard
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Table,126.39,3892.38,Premium
Hacienda El Sol,Hacienda El Sol,Espagne,Andalousie,N/A,Olives à Huile,110.7,2197.41,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,N/A,Oranges,90.19,1051.13,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,105.35,3561.57,Standard
Fattoria Toscana,Fattoria Toscana,Italie,Toscane,N/A,Raisins de Cuve,83.6,1857.33,Bio Certifié
Fazenda Brasil,Fazenda Brasil,Brésil,São Paulo,N/A,Arabica,375.68,4890.13,Standard
Green Valley Farm,Green Valley Farm,USA,Californie,N/A,Oignons,871.81,944.99,Bio Certifié
Union Agricole Méditerranée,Union Agricole Méditerranée,Tunisie,Sfax,N/A,Olives de Table,320.48,3715.87,Standard
