produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
Café Arabica,Beauté,Danone,270.56183792433905,Aucune,-133,Standard,141
Café Arabica,Mode,Philips,54.17751874864672,Soldes -50%,2068,Standard,160
MacBook Air M3,Mode,Apple,1233.7622452438177,Black Friday -40%,288,Budget,849
Vélo Décathlon,Beauté,Apple,11.796535495826333,2ème à -50%,159,Standard,379
Parfum Chanel N°5,Beauté,Apple,475.8804936377103,Aucune,221,Premium,499
Canapé IKEA Ektorp,Électronique,Chanel,56.27801970484698,Aucune,407,Standard,863
Adidas Survêtement,Maison,Apple,561.5744247785767,Aucune,109,Premium,366
Parfum Chanel N°5,Mode,Apple,543.4556257434781,Aucune,439,Premium,206
Huile d'Olive Bio,Alimentation,Apple,-47.01253976937534,Aucune,171,Premium,306
Ballon Nike,Électronique,Décathlon,64.44215287227571,Soldes -50%,542,Luxe,398
Vélo Décathlon,Beauté,Samsung,-41.5194619743711,Aucune,504,Budget,892
AirPods Pro,Alimentation,Samsung,468.1634302852111,Aucune,329,Standard,196
Samsung Galaxy S24,Mode,Sony,16.084513504766598,Aucune,141,Budget,420
Zara Veste Hiver,Beauté,Danone,680.909900243732,Aucune,467,Budget,334
Canapé IKEA Ektorp,Alimentation,Nike,-27.591613856307617,Promo Flash -25%,259,Budget,30
Adidas Survêtement,Alimentation,Philips,14.939528154629322,Aucune,260,Luxe,546
Vélo Décathlon,Maison,Apple,740.7374795667895,Soldes -20%,399,Standard,104
Zara Veste Hiver,Sport,Philips,426.3503701762029,Aucune,55,Budget,804
Zara Veste Hiver,Mode,L'Oréal,121.33337929038578,Aucune,308,Budget,460
Ballon Nike,Mode,Lindt,465.00665826290344,Soldes -30%,741,Standard,291
PlayStation 5,Sport,Sony,-44.61208573725469,Aucune,518,Luxe,2159
Adidas Survêtement,Maison,IKEA,166.40258904912326,Aucune,82,Standard,296
Zara Veste Hiver,Mode,IKEA,34.82569480414894,Soldes -20%,422,Budget,315
Vélo Décathlon,Alimentation,Terra Bio,152.81889171004622,Soldes -30%,864,Premium,410
Canapé IKEA Ektorp,Sport,Philips,508.13319067137127,Aucune,76,Standard,248
Samsung Galaxy S24,Maison,Zara,357.0323068108206,Soldes -20%,355,Premium,345
Nike Air Max,Sport,L'Oréal,327.8849173888523,Promo Flash -25%,468,Premium,1022
PlayStation 5,Sport,H&M,334.6004274462802,Soldes -20%,558,Premium,1054
Parfum Chanel N°5,Électronique,Nike,53.343503650368525,Aucune,914,Luxe,1835
Samsung Galaxy S24,Beauté,Chanel,120.57215730478799,Aucune,90,Premium,418
Yaourt Nature,Alimentation,Nike,222.49217340708879,Aucune,377,Budget,506
Aspirateur Dyson V15,Électronique,Décathlon,693.9822070002496,Aucune,303,Premium,392
Lampe Philips Hue,Maison,Dyson,-163.0782115109858,Aucune,504,Première Commande,214
Yaourt Nature,Sport,Dyson,380.0150505893056,Cyber Monday -35%,353,Premium,170
Vélo Décathlon,Mode,Chanel,27.258052612882885,Soldes -50%,2,Budget,349
AirPods Pro,Beauté,L'Oréal,1080.997764020176,Soldes -50%,280,Premium,295
Parfum Chanel N°5,Mode,IKEA,112.38265597208556,Cyber Monday -35%,4368,Premium,994
H&M T-Shirt,Beauté,L'Oréal,477.8958067863753,Aucune,176,Budget,407
Zara Veste Hiver,Mode,Dyson,1010.2749023255133,Soldes -20%,505,Luxe,307
Crème L'Oréal,Beauté,Samsung,477.463576343555,Aucune,43,Première Commande,1646
MacBook Air M3,Mode,Apple,113.2993224723806,Aucune,69,Standard,882
Ballon Nike,Mode,Adidas,460.0669534529666,Aucune,595,Standard,4768
AirPods Pro,Maison,Apple,665.0146964027451,Soldes -30%,300,Budget,198
Vélo Décathlon,Électronique,Adidas,615.9396173717689,Aucune,244,Standard,414
Aspirateur Dyson V15,Alimentation,L'Oréal,-95.92488643798936,Promo Flash -25%,336,Standard,478
Lampe Philips Hue,Alimentation,Nike,258.290722775797,3 pour 2,1282,Premium,142
Parfum Chanel N°5,Alimentation,Philips,93.54979688480275,Aucune,176,Standard,704
Zara Veste Hiver,Alimentation,Lindt,35.21817442822067,Aucune,203,Standard,416
H&M T-Shirt,Maison,Décathlon,-25.48682229948986,Aucune,416,Standard,138
Zara Veste Hiver,Alimentation,Lindt,161.19357315466397,3 pour 2,456,Standard,544
Adidas Survêtement,Mode,Décathlon,-41.73723917206496,Aucune,518,Luxe,547
Lampe Philips Hue,Sport,Apple,248.35843686276942,Promo Flash -25%,420,Standard,1660
MacBook Air M3,Maison,Adidas,749.1600832136907,3 pour 2,335,Standard,731
MacBook Air M3,Mode,Samsung,140.11127439320734,Black Friday -40%,134,Budget,22
Zara Veste Hiver,Beauté,Danone,388.4291114599398,Soldes -30%,-13,Premium,157
MacBook Air M3,Beauté,Dyson,72.14761523436003,Aucune,236,Standard,305
Café Arabica,Mode,Décathlon,25.86401756970889,Soldes -20%,758,Premium,377
Vélo Décathlon,Beauté,IKEA,94.5673764445167,Soldes -30%,406,Standard,339
Adidas Survêtement,Mode,Sony,-124.76450242172967,Cyber Monday -35%,466,Standard,1033
Samsung Galaxy S24,Électronique,Philips,34.84798527853648,Aucune,492,Luxe,1004
Adidas Survêtement,Mode,Décathlon,550.1530608853415,Aucune,227,Budget,992
Canapé IKEA Ektorp,Maison,Chanel,-0.5171385378393794,Aucune,580,Première Commande,284
Aspirateur Dyson V15,Sport,H&M,-105.9029193392443,Aucune,382,Premium,531
PlayStation 5,Mode,H&M,656.4510875256113,Aucune,113,Premium,861
MacBook Air M3,Mode,Sony,267.9903323257923,Black Friday -40%,438,Première Commande,878
AirPods Pro,Mode,Apple,77.01388550937651,3 pour 2,34,Standard,1231
Canapé IKEA Ektorp,Beauté,Nike,277.6836741509726,Aucune,95,Premium,454
Café Arabica,Électronique,Nike,21.712982093020592,Soldes -30%,1024,Budget,747
iPhone 15 Pro,Alimentation,Nike,383.64466583264516,Soldes -30%,650,Premium,752
Huile d'Olive Bio,Maison,Chanel,719.5969365368649,Aucune,185,Première Commande,163
Chocolat Lindt,Électronique,Nike,662.8119648974762,Aucune,506,Luxe,458
Ballon Nike,Électronique,L'Oréal,289.58729577318417,Aucune,247,Premium,585
Huile d'Olive Bio,Mode,Nike,506.25579565930116,Promo Flash -25%,611,Premium,113
Café Arabica,Alimentation,Zara,-3.604817691183591,Promo Flash -25%,159,Luxe,306
Vélo Décathlon,Électronique,Apple,64.27334811396685,Aucune,545,Standard,1111
Chocolat Lindt,Mode,Décathlon,466.52284156879125,Aucune,358,Luxe,913
Vélo Décathlon,Mode,Sony,349.30045040616267,Aucune,368,Standard,196
Aspirateur Dyson V15,Beauté,Nike,110.71046882377138,Promo Flash -25%,638,Première Commande,846
Ballon Nike,Beauté,Philips,33.188338131092365,Aucune,-13,Luxe,253
Ballon Nike,Mode,Décathlon,128.9138694419167,Aucune,128,Premium,724
Adidas Survêtement,Alimentation,L'Oréal,153.10801308408202,Aucune,243,Standard,229
Lampe Philips Hue,Mode,Sony,283.0517502311883,Soldes -20%,722,Premium,271
AirPods Pro,Électronique,Philips,64.62203523979528,Soldes -30%,476,Standard,433
Aspirateur Dyson V15,Maison,Lindt,281.42716911480176,Aucune,112,Standard,880
Lampe Philips Hue,Maison,Apple,159.360636965036,Aucune,185,Standard,481
MacBook Air M3,Alimentation,Nike,-101.58500518883955,Soldes -30%,511,Luxe,2646
Vélo Décathlon,Mode,Adidas,-35.521800182091795,Soldes -20%,143,Standard,76
Ballon Nike,Mode,Apple,710.2747594699226,Black Friday -40%,913,Budget,758
Adidas Survêtement,Alimentation,IKEA,362.81656236041056,Aucune,566,Premium,523
Nike Air Max,Mode,Lindt,-41.2005557724262,Promo Flash -25%,289,Standard,831
Yaourt Nature,Sport,H&M,-18.454554548881248,Aucune,1293,Budget,8
Canapé IKEA Ektorp,Mode,L'Oréal,30.45581677630716,Aucune,60,Standard,632
Adidas Survêtement,Mode,Danone,51.09615639794006,Aucune,-71,Standard,426
H&M T-Shirt,Sport,Apple,758.2233981426891,Aucune,661,Premium,-30
PlayStation 5,Beauté,Terra Bio,417.3684117043575,2ème à -50%,319,Standard,830
iPhone 15 Pro,Mode,Philips,244.0600556165987,Aucune,110,Première Commande,179
Chocolat Lindt,Sport,Samsung,402.822346819333,Aucune,398,Budget,244
Vélo Décathlon,Beauté,Samsung,45.32821913558194,Aucune,1260,Budget,3699
iPhone 15 Pro,Maison,Lavazza,-60.05606310463217,Aucune,283,Luxe,170
MacBook Air M3,Sport,IKEA,986.2888173228038,Aucune,92,Luxe,896
H&M T-Shirt,Mode,Samsung,1125.3735067459472,2ème à -50%,260,Premium,260
Ballon Nike,Mode,Chanel,549.3132703321394,Aucune,638,Luxe,106
Vélo Décathlon,Maison,Samsung,-2.225201238281727,Aucune,125,Première Commande,768
Adidas Survêtement,Sport,IKEA,420.75694084894144,Aucune,3445,Budget,390
Parfum Chanel N°5,Sport,Apple,388.9218115220268,Aucune,1944,Première Commande,382
PlayStation 5,Électronique,Chanel,1046.0508976561837,Aucune,172,Premium,54
Canapé IKEA Ektorp,Maison,H&M,202.2734819603202,Aucune,319,Première Commande,92
Canapé IKEA Ektorp,Mode,Apple,16.353451847438905,Aucune,-127,Standard,28
Ballon Nike,Sport,Chanel,449.35956857888993,Aucune,838,Standard,3108
H&M T-Shirt,Électronique,Samsung,-25.569584833497018,Aucune,208,Première Commande,512
H&M T-Shirt,Alimentation,Lavazza,781.078648007936,Aucune,318,Standard,693
Lampe Philips Hue,Électronique,Nike,697.5796735970291,Aucune,97,Budget,316
Canapé IKEA Ektorp,Beauté,Nike,237.70959009704478,3 pour 2,959,Standard,1142
Yaourt Nature,Beauté,Terra Bio,908.7376208294831,Aucune,112,Premium,112
Adidas Survêtement,Mode,Adidas,356.7873416664888,Aucune,145,Standard,219
Aspirateur Dyson V15,Mode,Nike,7.060555276257439,Aucune,66,Standard,4468
AirPods Pro,Maison,Dyson,4.191144769565085,Soldes -30%,260,Luxe,435
Ballon Nike,Beauté,Philips,35.50285615477355,Aucune,830,Standard,534
Lampe Philips Hue,Maison,Apple,-17.25045624728868,Aucune,135,Standard,547
Parfum Chanel N°5,Électronique,Philips,1084.4971393224796,Aucune,316,Premium,504
H&M T-Shirt,Mode,Nike,-63.4729930888644,Aucune,127,Premium,343
MacBook Air M3,Beauté,L'Oréal,828.3653108070571,Aucune,610,Premium,522
Vélo Décathlon,Alimentation,Décathlon,-12.635062482760574,Aucune,69,Luxe,60
Crème L'Oréal,Alimentation,Chanel,-15.499297650933386,Aucune,606,Budget,670
Ballon Nike,Électronique,Décathlon,14.528699701810751,Soldes -30%,862,Premium,39
Lampe Philips Hue,Électronique,Décathlon,-108.65673155401328,3 pour 2,843,Standard,2031
Samsung Galaxy S24,Sport,Adidas,913.0805762200317,Aucune,273,Premium,881
H&M T-Shirt,Mode,Chanel,532.4093292689283,Aucune,191,Standard,163
Crème L'Oréal,Électronique,Lindt,444.0576431858662,Aucune,174,Budget,199
H&M T-Shirt,Beauté,Nike,134.51864375356172,Aucune,476,Premium,984
Huile d'Olive Bio,Électronique,Philips,502.398970575455,Soldes -50%,940,Standard,508
Nike Air Max,Beauté,IKEA,248.64041870122,Cyber Monday -35%,399,Budget,40
Adidas Survêtement,Mode,Lindt,947.1713425237286,Soldes -20%,839,Standard,111
H&M T-Shirt,Mode,L'Oréal,60.27485624415968,2ème à -50%,374,Luxe,253
Aspirateur Dyson V15,Mode,L'Oréal,-20.747760696931635,Aucune,130,Luxe,332
Adidas Survêtement,Alimentation,IKEA,1187.6520020195417,Aucune,679,Premium,739
Yaourt Nature,Mode,Nike,-46.86293053277993,Soldes -20%,346,Standard,329
Samsung Galaxy S24,Sport,IKEA,752.1013372959636,Aucune,118,Standard,589
Parfum Chanel N°5,Mode,Chanel,110.20337291199476,Black Friday -40%,288,Budget,339
Zara Veste Hiver,Beauté,Adidas,42.7813527470239,Aucune,2640,Standard,527
Yaourt Nature,Beauté,Adidas,369.12969952283333,Aucune,416,Standard,495
Ballon Nike,Mode,Apple,-40.9064414414234,Aucune,226,Budget,211
Samsung Galaxy S24,Mode,Terra Bio,116.78178107264839,Soldes -30%,332,Luxe,461
Crème L'Oréal,Électronique,IKEA,130.04237383111905,Aucune,225,Budget,409
Huile d'Olive Bio,Mode,Décathlon,268.7670039770725,Aucune,42,Luxe,58
Samsung Galaxy S24,Maison,Adidas,-59.963782933892276,3 pour 2,443,Premium,1094
MacBook Air M3,Électronique,Terra Bio,-76.36143231864412,Soldes -30%,228,Budget,322
Vélo Décathlon,Alimentation,Zara,-0.9422532652417814,Soldes -30%,459,Standard,253
Vélo Décathlon,Électronique,Nike,472.01645538463674,Aucune,150,Standard,917
Vélo Décathlon,Sport,Adidas,3.265889515428519,Soldes -20%,124,Standard,1041
Zara Veste Hiver,Sport,Nike,337.66849753696783,Aucune,352,Luxe,283
MacBook Air M3,Sport,Apple,805.1034028733579,Cyber Monday -35%,783,Standard,585
Zara Veste Hiver,Beauté,Lavazza,-145.59484888883384,Soldes -20%,362,Standard,2502
Canapé IKEA Ektorp,Alimentation,Apple,749.473369179888,Aucune,879,Luxe,759
Ballon Nike,Mode,H&M,-52.660412750085456,Aucune,145,Premium,999
Parfum Chanel N°5,Alimentation,Décathlon,-82.72845238881484,Promo Flash -25%,85,Budget,865
AirPods Pro,Mode,Apple,-57.249433213270805,Aucune,70,Standard,532
Café Arabica,Mode,Nike,140.88376506199705,Aucune,503,Standard,0
Huile d'Olive Bio,Sport,IKEA,1766.4694527303218,Aucune,688,Premium,332
Lampe Philips Hue,Alimentation,Sony,650.3187175732286,Black Friday -40%,345,Premium,159
Canapé IKEA Ektorp,Sport,Adidas,197.35045192951992,Aucune,3032,Budget,776
PlayStation 5,Mode,Nike,28.37480758068363,Soldes -20%,909,Standard,223
Zara Veste Hiver,Électronique,Nike,147.80638950521927,Soldes -20%,1103,Budget,1017
Lampe Philips Hue,Maison,Chanel,192.46859906534488,Aucune,342,Standard,436
Chocolat Lindt,Électronique,Apple,414.0713465182409,Aucune,43,Luxe,146
AirPods Pro,Mode,Zara,67.26843726796005,Aucune,1718,Luxe,830
PlayStation 5,Sport,Apple,-16.61518324982245,Soldes -20%,368,Budget,476
Canapé IKEA Ektorp,Mode,Danone,1044.333854644488,Aucune,146,Luxe,359
Adidas Survêtement,Beauté,Dyson,450.4799542185275,Promo Flash -25%,896,Budget,912
Yaourt Nature,Beauté,Sony,25.303485871855735,Aucune,1121,Budget,1106
H&M T-Shirt,Sport,Dyson,550.5574372001256,Soldes -20%,384,Standard,1155
Adidas Survêtement,Maison,Lavazza,-106.987784787343,Aucune,-13,Premium,676
Yaourt Nature,Alimentation,Danone,305.84951390485594,Aucune,478,Première Commande,842
PlayStation 5,Mode,Apple,968.5926514463413,Aucune,1042,Standard,-34
AirPods Pro,Alimentation,Chanel,-13.673019440571984,Aucune,426,Standard,423
PlayStation 5,Mode,Apple,895.2156404924904,Aucune,440,Premium,675
Huile d'Olive Bio,Électronique,Dyson,304.62518386908005,Cyber Monday -35%,59,Luxe,-28
Aspirateur Dyson V15,Beauté,Philips,49.197806684737486,Aucune,442,Premium,44
Vélo Décathlon,Sport,Zara,61.118850138743426,Soldes -30%,577,Budget,1766
Canapé IKEA Ektorp,Alimentation,Zara,615.9912250849377,Aucune,327,Budget,620
Canapé IKEA Ektorp,Alimentation,Nike,321.1770329066677,Cyber Monday -35%,930,Premium,887
Zara Veste Hiver,Alimentation,Philips,-12.102055476466312,Aucune,498,Premium,180
Samsung Galaxy S24,Électronique,Apple,-1.5573239928433296,Aucune,157,Premium,408
Adidas Survêtement,Sport,Danone,71.20229222774938,Aucune,140,Standard,780
Canapé IKEA Ektorp,Alimentation,Nike,530.4614217919378,Aucune,450,Première Commande,432
Zara Veste Hiver,Mode,Philips,66.69041584544698,Aucune,435,Premium,408
Adidas Survêtement,Alimentation,Terra Bio,25.007097120864284,Aucune,157,Standard,339
Aspirateur Dyson V15,Alimentation,Terra Bio,115.98792270199016,Aucune,193,Budget,542
Aspirateur Dyson V15,Électronique,Lindt,253.07474499824343,Soldes -30%,398,Budget,259
Nike Air Max,Mode,Danone,82.91887208198852,Aucune,119,Première Commande,992
Chocolat Lindt,Maison,Adidas,1804.3622841886604,Aucune,328,Premium,205
Vélo Décathlon,Alimentation,Décathlon,63.44155350598137,Aucune,267,Premium,333
Samsung Galaxy S24,Alimentation,Décathlon,6.573851489408042,Aucune,390,Premium,512
Adidas Survêtement,Mode,Terra Bio,297.05998363612235,Promo Flash -25%,3648,Budget,-121
Lampe Philips Hue,Mode,Chanel,125.3479944697695,Aucune,728,Standard,396
Crème L'Oréal,Électronique,Lindt,1034.511958620332,Soldes -50%,368,Luxe,377
iPhone 15 Pro,Électronique,Lindt,95.93931262880602,Aucune,477,Premium,404
Chocolat Lindt,Électronique,Nike,254.6535066240472,Aucune,5594,Budget,1333
Lampe Philips Hue,Beauté,Lavazza,42.104266863058456,Aucune,401,Premium,1687
Huile d'Olive Bio,Alimentation,Samsung,45.276597760338575,Soldes -20%,414,Luxe,1101
Chocolat Lindt,Alimentation,Nike,869.0917201591465,Aucune,163,Budget,579
Lampe Philips Hue,Mode,Lindt,4.232952750206337,Aucune,438,Luxe,2165
Huile d'Olive Bio,Alimentation,Philips,240.83839807727887,Aucune,356,Budget,159
Aspirateur Dyson V15,Alimentation,Lavazza,42.975165973227895,Aucune,152,Standard,342
Zara Veste Hiver,Mode,Adidas,414.1408365107543,Soldes -30%,452,Luxe,-65
Aspirateur Dyson V15,Mode,Dyson,26.22316052651898,Aucune,816,Budget,746
Aspirateur Dyson V15,Mode,IKEA,268.36505205959304,Aucune,6,Standard,253
Vélo Décathlon,Maison,Sony,88.98810528901515,Cyber Monday -35%,497,Standard,879
Lampe Philips Hue,Électronique,Nike,111.79106544217706,Aucune,214,Luxe,869
Aspirateur Dyson V15,Sport,Décathlon,33.554693173316195,Aucune,285,Standard,895
Adidas Survêtement,Beauté,Philips,99.3532767859104,Aucune,599,Standard,379
Yaourt Nature,Mode,Chanel,167.89823448325947,Soldes -30%,601,Standard,306
Adidas Survêtement,Maison,Philips,360.9760024900653,Black Friday -40%,595,Standard,45
Samsung Galaxy S24,Électronique,H&M,-35.065448139676676,Black Friday -40%,795,Budget,2632
Nike Air Max,Beauté,Terra Bio,1007.8374774302723,Black Friday -40%,742,Premium,1794
Canapé IKEA Ektorp,Sport,Apple,318.6712580941886,2ème à -50%,231,Première Commande,302
Lampe Philips Hue,Mode,Philips,134.09152021517983,Promo Flash -25%,78,Standard,205
Yaourt Nature,Alimentation,Décathlon,295.915794948315,Cyber Monday -35%,77,Luxe,77
iPhone 15 Pro,Électronique,Sony,178.3879062510436,2ème à -50%,461,Premium,252
H&M T-Shirt,Sport,Apple,603.688179308328,Aucune,1526,Budget,468
MacBook Air M3,Alimentation,Nike,108.82221087914652,Soldes -20%,296,Standard,315
Parfum Chanel N°5,Mode,Philips,-51.34485107163077,Aucune,163,Luxe,398
Café Arabica,Alimentation,Chanel,184.40067467965233,Aucune,-11,Standard,508
Lampe Philips Hue,Sport,Samsung,-52.826477059395756,Aucune,358,Premium,704
MacBook Air M3,Électronique,Nike,435.863664235661,Aucune,130,Premium,391
H&M T-Shirt,Beauté,Apple,-23.200257623319445,Aucune,217,Premium,149
H&M T-Shirt,Beauté,Lavazza,-11.561574052562946,Aucune,460,Luxe,193
Yaourt Nature,Maison,Apple,748.5601263615983,Aucune,458,Première Commande,204
Vélo Décathlon,Mode,Apple,16.98185148619848,Soldes -30%,176,Premium,242
Vélo Décathlon,Sport,Samsung,-32.23250531113861,Aucune,-44,Budget,348
Vélo Décathlon,Maison,Samsung,423.8178238661085,Aucune,559,Standard,336
Zara Veste Hiver,Mode,Décathlon,28.814011362558826,Promo Flash -25%,159,Standard,191
AirPods Pro,Électronique,IKEA,65.96764474819742,Soldes -20%,576,Premium,340
Zara Veste Hiver,Mode,Chanel,168.4008740639953,Aucune,78,Premium,940
Aspirateur Dyson V15,Mode,Chanel,739.9797144557306,Soldes -30%,242,Luxe,1686
AirPods Pro,Sport,H&M,905.1308349285811,Aucune,676,Standard,502
Crème L'Oréal,Alimentation,Lindt,646.8438172987844,Promo Flash -25%,294,Premium,-28
Lampe Philips Hue,Sport,Philips,777.5636615252658,Aucune,219,Premium,856
Crème L'Oréal,Beauté,Apple,-61.234107247689806,Aucune,277,Standard,410
Zara Veste Hiver,Mode,Apple,104.43121302575106,Aucune,825,Premium,205
Vélo Décathlon,Électronique,Lindt,555.0167699611955,Aucune,5,Luxe,372
Aspirateur Dyson V15,Mode,Apple,141.4978618537885,Aucune,171,Standard,310
Vélo Décathlon,Maison,Lavazza,125.04603484577689,Aucune,458,Standard,675
Nike Air Max,Électronique,Décathlon,1043.2196343495782,Aucune,207,Première Commande,297
Nike Air Max,Maison,Terra Bio,7.98527017013015,Aucune,69,Premium,4416
iPhone 15 Pro,Sport,Apple,69.39820819868694,Aucune,894,Budget,-24
Yaourt Nature,Mode,Zara,684.2608585175335,Aucune,127,Budget,216
Aspirateur Dyson V15,Électronique,H&M,357.4435193621908,Aucune,425,Budget,1106
Canapé IKEA Ektorp,Mode,Philips,617.6320534220214,Aucune,3,Standard,1138
Adidas Survêtement,Sport,Lavazza,398.3745694305778,Black Friday -40%,917,Standard,-42
Lampe Philips Hue,Beauté,Adidas,884.5377483043044,Aucune,39,Standard,485
Parfum Chanel N°5,Maison,Décathlon,16.036939216552653,Aucune,219,Budget,228
MacBook Air M3,Sport,Dyson,670.2006781352412,Aucune,187,Luxe,1957
H&M T-Shirt,Électronique,Apple,751.7107409107925,Soldes -20%,58,Première Commande,318
Aspirateur Dyson V15,Beauté,Apple,61.65270618399984,Cyber Monday -35%,1480,Standard,1380
Canapé IKEA Ektorp,Mode,Zara,37.23035882659923,Aucune,47,Standard,699
Zara Veste Hiver,Mode,Zara,-7.725463352937709,Soldes -20%,504,Standard,263
H&M T-Shirt,Beauté,Dyson,43.35600788973863,Soldes -20%,220,Standard,135
Zara Veste Hiver,Sport,Lindt,-76.69055623455057,Soldes -30%,539,Standard,87
Huile d'Olive Bio,Électronique,Adidas,-85.40442081268509,Cyber Monday -35%,546,Premium,454
Samsung Galaxy S24,Alimentation,Nike,74.622141725191,Aucune,941,Première Commande,44
Zara Veste Hiver,Électronique,L'Oréal,619.6020359792213,Aucune,288,Premium,920
H&M T-Shirt,Mode,IKEA,0.3088305611089197,Aucune,213,Premium,1008
Canapé IKEA Ektorp,Sport,Zara,411.5507473900379,Aucune,1115,Standard,715
iPhone 15 Pro,Maison,Terra Bio,11.469279311642396,Aucune,-99,Budget,462
MacBook Air M3,Maison,Samsung,165.11080901231338,Aucune,446,Premium,1123
iPhone 15 Pro,Sport,H&M,524.8815944315286,Promo Flash -25%,909,Premium,1122
Parfum Chanel N°5,Électronique,IKEA,62.098269062298016,Cyber Monday -35%,281,Standard,-27
Vélo Décathlon,Mode,Adidas,96.94089831145038,Aucune,233,Premium,-13
Huile d'Olive Bio,Sport,Nike,-32.88655548099179,Aucune,670,Standard,1689
Samsung Galaxy S24,Sport,Chanel,98.82307053287786,Black Friday -40%,314,Budget,71
Adidas Survêtement,Sport,Apple,-81.68505349588389,Soldes -20%,-1,Standard,309
Parfum Chanel N°5,Alimentation,Décathlon,747.9774799775857,Aucune,534,Budget,353
Zara Veste Hiver,Mode,Décathlon,977.6536347645713,Aucune,47,Luxe,364
iPhone 15 Pro,Mode,Lindt,122.39575512860404,Aucune,445,Standard,331
Huile d'Olive Bio,Mode,Nike,34.897717907549854,2ème à -50%,514,Luxe,85
Crème L'Oréal,Électronique,Nike,442.2423569101743,Aucune,464,Premium,935
PlayStation 5,Sport,Philips,-47.87844427649151,Aucune,107,Luxe,960
AirPods Pro,Alimentation,Nike,198.90746001870377,Aucune,268,Standard,755
Huile d'Olive Bio,Beauté,Chanel,45.36905067222097,Aucune,-51,Premium,338
Chocolat Lindt,Électronique,Lindt,56.674454911435475,Soldes -20%,778,Standard,775
Lampe Philips Hue,Mode,Apple,1355.018889758891,Aucune,445,Première Commande,223
MacBook Air M3,Électronique,Sony,160.9113657701445,Cyber Monday -35%,228,Premium,171
Ballon Nike,Alimentation,Chanel,839.4589749459105,2ème à -50%,453,Premium,230
Vélo Décathlon,Sport,Décathlon,80.02575448970804,Aucune,75,Budget,98
Aspirateur Dyson V15,Électronique,Lindt,-29.52534893149732,Soldes -50%,170,Luxe,1489
Yaourt Nature,Mode,Zara,93.58301524912702,Aucune,284,Standard,475
Zara Veste Hiver,Mode,Nike,374.2741505976001,Soldes -20%,781,Luxe,2180
Huile d'Olive Bio,Mode,Zara,167.06343591168388,Aucune,273,Premium,588
Yaourt Nature,Sport,Terra Bio,-20.84793852381378,Aucune,44,Premium,1017
AirPods Pro,Beauté,Philips,102.95047293440089,Aucune,290,Standard,444
AirPods Pro,Électronique,Terra Bio,252.1867199540426,Promo Flash -25%,821,Budget,1153
MacBook Air M3,Mode,Décathlon,642.3990159912427,Black Friday -40%,751,Premium,603
Café Arabica,Maison,L'Oréal,244.85978723294014,Aucune,240,Budget,719
iPhone 15 Pro,Mode,Lindt,-40.945373585263354,Aucune,-50,Standard,-3
Aspirateur Dyson V15,Mode,Philips,90.27102822404541,Soldes -20%,410,Standard,486
H&M T-Shirt,Beauté,Philips,305.2704024432446,3 pour 2,1156,Standard,310
Samsung Galaxy S24,Mode,Sony,188.78692443693768,Black Friday -40%,309,Premium,797
MacBook Air M3,Mode,Décathlon,101.76984263410748,Soldes -20%,1027,Standard,339
Vélo Décathlon,Électronique,Philips,421.1165310084589,Aucune,512,Première Commande,484
Adidas Survêtement,Alimentation,Dyson,657.0369527969164,Aucune,840,Première Commande,286
Aspirateur Dyson V15,Sport,Danone,411.0671143483279,Aucune,384,Standard,476
Ballon Nike,Maison,Chanel,1099.8909976981963,Soldes -50%,389,Luxe,265
Yaourt Nature,Sport,Nike,116.22425509477405,Aucune,50,Budget,161
Vélo Décathlon,Mode,Nike,388.2468990012862,Aucune,341,Standard,464
Huile d'Olive Bio,Maison,Terra Bio,204.22500902796008,Aucune,444,Luxe,71
Café Arabica,Beauté,Apple,39.901765317091474,Aucune,302,Standard,594
Aspirateur Dyson V15,Électronique,Lindt,34.87647840344324,Soldes -30%,337,Premium,346
Chocolat Lindt,Électronique,Adidas,251.270203803968,Aucune,187,Standard,340
Lampe Philips Hue,Alimentation,Nike,53.68401320673327,Soldes -20%,419,Budget,317
PlayStation 5,Sport,Zara,377.7027157708885,Black Friday -40%,1004,Premium,506
Parfum Chanel N°5,Électronique,Apple,82.95678740195865,Aucune,285,Luxe,491
Yaourt Nature,Mode,Apple,322.4396975502135,Aucune,240,Standard,827
Nike Air Max,Mode,Samsung,368.1022739472537,Promo Flash -25%,1786,Luxe,1010
Samsung Galaxy S24,Électronique,Lindt,-69.23098963739554,Aucune,-17,Luxe,461
Canapé IKEA Ektorp,Alimentation,Sony,-20.968348904219255,Aucune,91,Budget,315
Zara Veste Hiver,Électronique,Dyson,-120.48359680010117,Aucune,323,Standard,891
Café Arabica,Électronique,Chanel,251.80211469324735,Soldes -20%,402,Premium,359
Samsung Galaxy S24,Électronique,Apple,717.8810731098406,Aucune,742,Standard,531
Adidas Survêtement,Alimentation,Nike,361.5072087217047,Aucune,790,Standard,905
Canapé IKEA Ektorp,Alimentation,Adidas,270.76684984680895,Aucune,383,Luxe,599
Huile d'Olive Bio,Beauté,Décathlon,35.718085499974705,Aucune,448,Standard,428
Chocolat Lindt,Maison,IKEA,153.528474576369,Soldes -20%,545,Luxe,707
Huile d'Olive Bio,Sport,Dyson,522.7064026171945,Aucune,264,Premium,339
Chocolat Lindt,Mode,Sony,-47.05155565158162,Aucune,2071,Première Commande,296
