exploitation,type_exploitation,pays,region,resultat,produit,quantite_tonnes,prix_tonne_eur,qualite
Mercabarna,Fazenda Brasil,Brésil,Californie,0.0,Riz,177.21277641716182,3337.6483195740975,Bio Certifié
Domaine Provence Bio,Ferme Al Baraka,Italie,Provence,0.0,Oignons,116.48139949550009,4819.7261579389815,Premium
Mercabarna,Fazenda Brasil,Maroc,Souss-Massa,0.0,Citrons,26.590160471138596,1776.2849361761455,Standard
Ferme Al Baraka,Rungis International,Espagne,Marrakech-Safi,0.0,Arabica,35.74098738543955,2436.405816532908,Premium
Rungis International,Union Agricole Méditerranée,Nouvelle-Zélande,Meknès-Fès,0.0,Yaourt,675.5908764462213,-94.68175116792372,Standard
Domaine Provence Bio,Ferme Al Baraka,Maroc,Meknès-Fès,0.0,Orge,242.91288467131307,2355.588738243163,Standard
Domaine Provence Bio,Fattoria Toscana,Maroc,Toscane,0.0,Robusta,40.64867860110499,2472.3811671356475,Bio Certifié
Ferme Al Baraka,Fattoria Toscana,Brésil,Toscane,0.0,Maïs,40.886220037200275,10146.766634798018,Premium
Domaine Provence Bio,Green Valley Farm,Nouvelle-Zélande,Catalogne,0.0,Pommes,238.28997284223482,2624.025801353901,Commerce Équitable
Fazenda Brasil,Rungis International,Espagne,Sfax,0.0,Raisins de Cuve,-8.444115959494702,2310.259811818558,Standard
Rungis International,Marché Wholesale Agadir,USA,Meknès-Fès,0.0,Tomates,220.02823920511787,20937.976605778087,Bio Certifié
Domaine Saada,Domaine Saada,Maroc,Kansas,0.0,Robusta,545.9698394941689,4305.24764099679,Bio Certifié
Coopérative Oasis,Green Valley Farm,Maroc,Souss-Massa,0.0,Raisins de Table,99.82726493343095,4404.963015529908,Bio Certifié
Hacienda El Sol,Fattoria Toscana,Italie,São Paulo,0.0,Beurre,-20.247099003838493,4513.124189626949,Bio Certifié
Hacienda El Sol,Hacienda El Sol,Maroc,Andalousie,0.0,Riz,10.634423550198655,673.1629629209123,Premium
Dairy Meadows,Coopérative Oasis,USA,Provence,0.0,Bananes,273.286397840787,2865.6910052046287,Bio Certifié
Dairy Meadows,Cooperative Grains Alliance,USA,Californie,0.0,Olives à Huile,2.578150055040787,2275.3991581600785,Standard
Rungis International,Hacienda El Sol,Espagne,Toscane,0.0,Raisins de Table,291.8507385587958,3730.2824286085015,Standard
Domaine Provence Bio,Ferme Al Baraka,Maroc,Andalousie,0.0,Citrons,274.0510585695924,3408.99745719998,Standard
Union Agricole Méditerranée,Fazenda Brasil,Maroc,Marrakech-Safi,0.0,Maïs,160.9257960271125,2253.898210474614,Bio Certifié
Green Valley Farm,Dairy Meadows,France,Île-de-France,0.0,Olives à Huile,133.91272671424596,2510.796400061213,Bio Certifié
Domaine Provence Bio,Cooperative Grains Alliance,USA,Sfax,0.0,Medjool,1360.2301525634825,2212.062666683702,Standard
Green Valley Farm,Green Valley Farm,Espagne,Meknès-Fès,0.0,Tomates,281.15557638017685,3610.363919362593,Standard
Ferme Al Baraka,Marché Wholesale Agadir,France,Californie,0.0,Olives à Huile,67.87758572967418,-307.41002749900986,Premium
Domaine Saada,Green Valley Farm,USA,Île-de-France,0.0,Oignons,579.1375901608758,1917.2503528331213,Bio Certifié
Rungis International,Domaine Saada,France,São Paulo,0.0,Blé,102.22916838192143,-580.0733128722295,Standard
Coopérative Oasis,Union Agricole Méditerranée,France,Californie,0.0,Olives à Huile,47.88294321898081,5155.605743398511,Bio Certifié
Rungis International,Green Valley Farm,Maroc,São Paulo,0.0,Oignons,456.79570491929064,968.1485982974857,Standard
Cooperative Grains Alliance,Fattoria Toscana,Nouvelle-Zélande,Kansas,0.0,Riz,-45.140791444265794,3935.88544094804,Bio Certifié
Cooperative Grains Alliance,Fattoria Toscana,Brésil,Meknès-Fès,0.0,Olives à Huile,237.43054815254695,4471.124242253519,Standard
Union Agricole Méditerranée,Fazenda Brasil,Nouvelle-Zélande,Toscane,0.0,Maïs,74.8278270499837,2824.753867861078,Standard
Ferme Al Baraka,Mercabarna,Espagne,São Paulo,0.0,Fromage,144.54312366181367,2427.081677498055,Bio Certifié
Ferme Al Baraka,Coopérative Oasis,USA,Île-de-France,0.0,Olives à Huile,59.728035057446064,1557.5049863915292,Bio Certifié
Domaine Provence Bio,Ferme Al Baraka,Espagne,Andalousie,0.0,Yaourt,77.64226176793859,1745.5210763175073,Premium
Cooperative Grains Alliance,Rungis International,Maroc,Catalogne,0.0,Carottes,111.80773072916664,5368.896715696313,Premium
Union Agricole Méditerranée,Domaine Provence Bio,Italie,Souss-Massa,0.0,Beurre,1234.1972571018978,5235.769634352871,Premium
Cooperative Grains Alliance,Fattoria Toscana,USA,Andalousie,0.0,Olives à Huile,20.757117719429175,3624.1603994911825,Premium
Domaine Provence Bio,Rungis International,Maroc,Île-de-France,0.0,Citrons,1245.5414453920505,2899.4680893052155,Standard
Ferme Al Baraka,Marché Wholesale Agadir,Maroc,Île-de-France,0.0,Pommes,132.51703117736787,5008.620434556517,Standard
Hacienda El Sol,Hacienda El Sol,France,São Paulo,0.0,Courgettes,175.40866572912924,3724.506700003878,Bio Certifié
Domaine Saada,Hacienda El Sol,Maroc,Catalogne,0.0,Salades,183.39771048522596,9307.370024732241,Bio Certifié
Fattoria Toscana,Hacienda El Sol,Maroc,Provence,0.0,Olives à Huile,12.388687599567788,221.94810688953612,Standard
Hacienda El Sol,Dairy Meadows,France,Californie,0.0,Tomates,37.62933990250109,2488.3870457842445,Bio Certifié
Dairy Meadows,Fattoria Toscana,Maroc,Kansas,0.0,Oranges,626.6854696058098,2469.529898544336,Premium
Fattoria Toscana,Mercabarna,Brésil,Souss-Massa,0.0,Raisins de Table,454.83810210694287,777.4301166536759,Standard
Cooperative Grains Alliance,Fattoria Toscana,Maroc,Toscane,0.0,Tomates,-25.33112837184928,5404.439152604058,Premium
Mercabarna,Fazenda Brasil,France,Canterbury,0.0,Oranges,524.2538279342929,5807.940017232857,Standard
Union Agricole Méditerranée,Green Valley Farm,Italie,Souss-Massa,0.0,Riz,446.74431473452114,1886.6059209906907,Standard
Rungis International,Fazenda Brasil,Maroc,Catalogne,0.0,Deglet Nour,121.12409855709723,3110.719530874004,Standard
Rungis International,Ferme Al Baraka,Espagne,São Paulo,0.0,Medjool,118.17279127793839,3333.0217680567757,Bio Certifié
Domaine Saada,Cooperative Grains Alliance,France,São Paulo,0.0,Pommes,173.71746224954515,1723.82124075812,Standard
Green Valley Farm,Coopérative Oasis,Maroc,São Paulo,0.0,Pommes,238.27392240071737,4368.066331219641,Commerce Équitable
Green Valley Farm,Union Agricole Méditerranée,Brésil,Kansas,0.0,Raisins de Table,46.66217154276494,3681.982988590019,Commerce Équitable
Coopérative Oasis,Marché Wholesale Agadir,Brésil,Sfax,0.0,Salades,90.92179942581042,2457.9207294782027,Standard
Mercabarna,Rungis International,Maroc,Californie,0.0,Robusta,147.36663981208915,3894.5009284860835,Bio Certifié
Hacienda El Sol,Union Agricole Méditerranée,Italie,Souss-Massa,0.0,Raisins de Cuve,153.97039964239494,4416.577468911018,Bio Certifié
Green Valley Farm,Mercabarna,France,Marrakech-Safi,0.0,Riz,484.14235532903103,8400.000754684297,Premium
Fazenda Brasil,Union Agricole Méditerranée,France,Meknès-Fès,0.0,Raisins de Table,214.17113593624111,25609.08218183988,Bio Certifié
Rungis International,Ferme Al Baraka,USA,São Paulo,0.0,Raisins de Table,176.53709158725678,2339.3862980775093,Standard
Domaine Provence Bio,Green Valley Farm,Brésil,Souss-Massa,0.0,Pommes,250.10811776939542,2999.047536228225,Commerce Équitable
Coopérative Oasis,Marché Wholesale Agadir,France,Catalogne,0.0,Courgettes,455.233130047773,25965.619541377153,Premium
Marché Wholesale Agadir,Fazenda Brasil,France,Souss-Massa,0.0,Raisins de Table,383.1035163175929,3353.0200201333064,Commerce Équitable
Ferme Al Baraka,Ferme Al Baraka,Maroc,Île-de-France,0.0,Maïs,119.59483250765953,2380.906191407145,Bio Certifié
Rungis International,Cooperative Grains Alliance,Italie,Sfax,0.0,Oranges,29.469877745208713,3186.2948402443144,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Maroc,São Paulo,0.0,Salades,130.25998233766273,2971.3932798992564,Standard
Green Valley Farm,Ferme Al Baraka,Espagne,Canterbury,0.0,Robusta,255.0187642960182,1490.010885633239,Standard
Green Valley Farm,Fazenda Brasil,Espagne,Souss-Massa,0.0,Medjool,735.9228500053298,3824.4994888425454,Standard
Marché Wholesale Agadir,Ferme Al Baraka,Maroc,Meknès-Fès,0.0,Medjool,129.05036734949513,5138.456124502396,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,USA,Souss-Massa,0.0,Raisins de Table,167.9257556343107,7782.890164076692,Standard
Domaine Provence Bio,Union Agricole Méditerranée,France,Sfax,0.0,Raisins de Cuve,227.5570887601694,684.0302065265604,Premium
Union Agricole Méditerranée,Cooperative Grains Alliance,Tunisie,Andalousie,0.0,Raisins de Table,93.94918745167863,20746.046748276345,Standard
Domaine Saada,Hacienda El Sol,Maroc,Provence,0.0,Orge,18.97869039782185,2863.868454668745,Standard
Rungis International,Ferme Al Baraka,Maroc,Souss-Massa,0.0,Olives à Huile,217.8067821263732,-224.9382697011381,Bio Certifié
Cooperative Grains Alliance,Ferme Al Baraka,Maroc,Kansas,0.0,Raisins de Table,259.9916988452344,2995.2633780054575,Standard
Domaine Provence Bio,Domaine Provence Bio,USA,Marrakech-Safi,0.0,Oignons,52.7694202998851,1080.4428375730918,Standard
Ferme Al Baraka,Domaine Saada,Brésil,São Paulo,0.0,Mandarines,101.39542678896994,1929.3298821406038,Premium
Dairy Meadows,Green Valley Farm,Maroc,Catalogne,0.0,Fromage,157.35822059740855,5906.000028182119,Bio Certifié
Fattoria Toscana,Domaine Provence Bio,Maroc,São Paulo,0.0,Oignons,467.352861600692,13151.203698967109,Premium
Marché Wholesale Agadir,Hacienda El Sol,Brésil,Kansas,0.0,Medjool,281.7070614726029,3246.316349200568,Premium
Hacienda El Sol,Cooperative Grains Alliance,USA,Californie,0.0,Oignons,206.15184393557718,12485.385718293332,Bio Certifié
Domaine Provence Bio,Dairy Meadows,Brésil,Provence,0.0,Deglet Nour,302.1611036634559,1354.512449462878,Bio Certifié
Green Valley Farm,Rungis International,Tunisie,Souss-Massa,0.0,Olives à Huile,75.81799478356193,369.73555619138835,Bio Certifié
Domaine Provence Bio,Domaine Saada,Maroc,Andalousie,0.0,Fromage,96.34753265270257,1888.9934164515614,Standard
Coopérative Oasis,Domaine Provence Bio,Nouvelle-Zélande,Andalousie,0.0,Mandarines,129.927917553207,1285.4317608506494,Premium
Mercabarna,Domaine Saada,France,Toscane,0.0,Raisins de Table,238.60719265283655,3078.0021583015237,Standard
Mercabarna,Dairy Meadows,Maroc,Souss-Massa,0.0,Arabica,101.80381273885708,3398.9732870114753,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,Espagne,Kansas,0.0,Carottes,1282.706680850871,3861.6941263344197,Bio Certifié
Marché Wholesale Agadir,Green Valley Farm,Maroc,Toscane,0.0,Pommes de terre,249.34023541212485,5495.248283456396,Premium
Coopérative Oasis,Cooperative Grains Alliance,Espagne,Souss-Massa,0.0,Pommes,148.66805976454194,3404.596921552128,Premium
Domaine Saada,Domaine Provence Bio,Maroc,Toscane,0.0,Deglet Nour,477.0003561440282,3737.950383751947,Bio Certifié
Union Agricole Méditerranée,Fattoria Toscana,Maroc,Provence,0.0,Tomates,177.00489626055688,13189.957919876948,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Canterbury,0.0,Raisins de Table,275.0711126928727,3592.4350504619106,Premium
Rungis International,Hacienda El Sol,France,Provence,0.0,Riz,28.134517287728777,3429.029732521176,Standard
Ferme Al Baraka,Fazenda Brasil,USA,Souss-Massa,0.0,Raisins de Table,-2.7512516413970474,1538.0675267472593,Bio Certifié
Rungis International,Fattoria Toscana,Nouvelle-Zélande,Provence,0.0,Yaourt,270.8359406789782,1807.7567008038945,Standard
Green Valley Farm,Fattoria Toscana,Maroc,Marrakech-Safi,0.0,Arabica,33.03410238304744,9498.860928698074,Commerce Équitable
Fattoria Toscana,Domaine Saada,France,São Paulo,0.0,Robusta,131.08391453452583,5399.723378043758,Premium
Fazenda Brasil,Domaine Provence Bio,USA,Marrakech-Safi,0.0,Bananes,76.5998433063208,24802.92796412913,Bio Certifié
Dairy Meadows,Domaine Saada,Nouvelle-Zélande,Sfax,0.0,Maïs,225.46923309471475,21179.805290716544,Standard
Green Valley Farm,Fattoria Toscana,Italie,Toscane,0.0,Raisins de Cuve,232.82115273782026,-386.41150235720283,Bio Certifié
Dairy Meadows,Fattoria Toscana,France,São Paulo,0.0,Mandarines,-28.349235097433613,806.7815173732636,Bio Certifié
Mercabarna,Hacienda El Sol,Maroc,Toscane,0.0,Medjool,154.14838916283034,570.6241362842156,Bio Certifié
Ferme Al Baraka,Coopérative Oasis,Italie,Meknès-Fès,0.0,Salades,904.5891500659176,1348.2540549829496,Bio Certifié
Coopérative Oasis,Fattoria Toscana,USA,Provence,0.0,Olives de Table,579.7392552399858,3775.7892845605566,Bio Certifié
Dairy Meadows,Green Valley Farm,Italie,Catalogne,0.0,Fromage,44.68437538169932,4533.053080573935,Bio Certifié
Green Valley Farm,Fattoria Toscana,Maroc,Île-de-France,0.0,Blé,42.38856404104713,2565.9546334737825,Standard
Marché Wholesale Agadir,Hacienda El Sol,Maroc,São Paulo,0.0,Raisins de Cuve,74.6695228856693,3231.893943935903,Bio Certifié
Marché Wholesale Agadir,Green Valley Farm,Maroc,Île-de-France,0.0,Deglet Nour,166.97990114424366,5123.7451487973285,Premium
Fattoria Toscana,Fattoria Toscana,France,Canterbury,0.0,Olives de Table,33.52223237375897,1963.700910424321,Premium
Domaine Provence Bio,Marché Wholesale Agadir,Maroc,Californie,0.0,Robusta,251.59711597878413,4649.141234927374,Standard
Mercabarna,Mercabarna,France,Californie,0.0,Raisins de Table,53.74212129312835,11275.126028569279,Bio Certifié
Coopérative Oasis,Domaine Provence Bio,Maroc,Toscane,0.0,Tomates,249.43474933617125,19124.193395893173,Standard
Mercabarna,Fattoria Toscana,France,Île-de-France,0.0,Lait,83.58053773275115,1646.3800051096066,Premium
Coopérative Oasis,Marché Wholesale Agadir,Brésil,Sfax,0.0,Tomates,202.50343625000252,5068.884158864061,Commerce Équitable
Domaine Saada,Domaine Provence Bio,France,Sfax,0.0,Medjool,224.00217561769392,4350.32825618904,Standard
Rungis International,Fattoria Toscana,USA,Catalogne,0.0,Lait,130.4978360580195,2160.146897393825,Premium
Coopérative Oasis,Dairy Meadows,France,Kansas,0.0,Olives de Table,195.47609327056094,3100.0928437665557,Bio Certifié
Dairy Meadows,Hacienda El Sol,Maroc,Andalousie,0.0,Pommes de terre,141.73136804830645,2783.032669590044,Standard
Union Agricole Méditerranée,Rungis International,Maroc,Île-de-France,0.0,Salades,228.7487739378306,-502.6059227643209,Standard
Domaine Saada,Fattoria Toscana,Tunisie,Kansas,0.0,Fromage,82.58917734444123,1767.0640789251522,Bio Certifié
Rungis International,Fazenda Brasil,Tunisie,Californie,0.0,Bananes,263.204624105132,4209.285028568421,Commerce Équitable
Cooperative Grains Alliance,Mercabarna,Brésil,Provence,0.0,Olives à Huile,35.12424384178965,131.04059349455224,Bio Certifié
Dairy Meadows,Marché Wholesale Agadir,Nouvelle-Zélande,Kansas,0.0,Citrons,148.94831842125407,2213.136339231701,Premium
Domaine Provence Bio,Domaine Saada,France,Andalousie,0.0,Robusta,581.1849875570078,4420.570716843982,Standard
Hacienda El Sol,Domaine Provence Bio,USA,São Paulo,0.0,Olives de Table,164.7217408100942,3492.520683136395,Standard
Fattoria Toscana,Dairy Meadows,Maroc,Toscane,0.0,Tomates,289.13587705961106,3872.7999456098523,Bio Certifié
Domaine Saada,Domaine Saada,Tunisie,Sfax,0.0,Orge,122.76722728148584,5542.719644247352,Standard
Fattoria Toscana,Mercabarna,Italie,Sfax,0.0,Robusta,-36.36890763529416,-171.5325922691593,Premium
Union Agricole Méditerranée,Marché Wholesale Agadir,Maroc,Andalousie,0.0,Medjool,192.79086354065456,3907.5239957871536,Bio Certifié
Marché Wholesale Agadir,Marché Wholesale Agadir,Maroc,Californie,0.0,Olives de Table,60.68035457026213,19380.967034768782,Standard
Rungis International,Fattoria Toscana,Espagne,Marrakech-Safi,0.0,Blé,220.13590891346374,179.65036649811918,Standard
Domaine Provence Bio,Domaine Saada,Maroc,Île-de-France,0.0,Olives à Huile,32.23227361700862,864.6114254100584,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,Nouvelle-Zélande,Andalousie,0.0,Riz,257.6713666230137,3104.053425105566,Premium
Mercabarna,Coopérative Oasis,France,Meknès-Fès,0.0,Olives de Table,141.9693174790953,1431.1145265341006,Standard
Dairy Meadows,Ferme Al Baraka,Brésil,São Paulo,0.0,Riz,108.22973595318024,3834.077795615872,Premium
Mercabarna,Domaine Saada,Nouvelle-Zélande,Kansas,0.0,Raisins de Table,591.0548463995732,2506.448835088272,Premium
Dairy Meadows,Green Valley Farm,Espagne,Toscane,0.0,Mandarines,187.25327128531035,5164.0532535907305,Premium
Cooperative Grains Alliance,Hacienda El Sol,Maroc,Andalousie,0.0,Arabica,142.78107022274997,3533.2146090002425,Bio Certifié
Rungis International,Marché Wholesale Agadir,Maroc,Andalousie,0.0,Olives à Huile,435.52439033166866,279.2342787597063,Bio Certifié
Fazenda Brasil,Union Agricole Méditerranée,Maroc,São Paulo,0.0,Riz,227.936731228584,1846.65878287787,Premium
Dairy Meadows,Rungis International,Maroc,Canterbury,0.0,Olives à Huile,130.82222511663764,692.8952441001386,Standard
Ferme Al Baraka,Dairy Meadows,Brésil,São Paulo,0.0,Carottes,113.67959577751964,4203.041876766612,Bio Certifié
Domaine Provence Bio,Coopérative Oasis,Espagne,Marrakech-Safi,0.0,Raisins de Table,82.05927167288036,2732.2371314517786,Standard
Fazenda Brasil,Dairy Meadows,France,Kansas,0.0,Citrons,236.52556867468167,2013.7371324100322,Premium
Ferme Al Baraka,Ferme Al Baraka,Maroc,Souss-Massa,0.0,Beurre,277.6649755969871,3580.5459031746077,Premium
Mercabarna,Cooperative Grains Alliance,Espagne,Île-de-France,0.0,Raisins de Cuve,31.24841428428231,2474.45837334325,Standard
Green Valley Farm,Marché Wholesale Agadir,USA,Souss-Massa,0.0,Raisins de Cuve,502.15195898367654,5336.714950632197,Premium
Fazenda Brasil,Hacienda El Sol,Brésil,Souss-Massa,0.0,Riz,213.59998448497555,2997.792340137452,Standard
Domaine Provence Bio,Dairy Meadows,Maroc,Andalousie,0.0,Robusta,108.01750190406887,1926.046868287561,Standard
Fattoria Toscana,Green Valley Farm,Nouvelle-Zélande,Souss-Massa,0.0,Yaourt,57.30488010372333,2347.153420319154,Bio Certifié
Domaine Saada,Domaine Provence Bio,Tunisie,Andalousie,0.0,Robusta,74.98789550869542,1910.7954164400476,Bio Certifié
Ferme Al Baraka,Domaine Provence Bio,Tunisie,Canterbury,0.0,Olives à Huile,108.2434274547522,222.71905955763282,Bio Certifié
Cooperative Grains Alliance,Fattoria Toscana,Maroc,Île-de-France,0.0,Robusta,255.46390679869,23246.857103363287,Commerce Équitable
Coopérative Oasis,Fazenda Brasil,Brésil,Kansas,0.0,Carottes,182.75723167338938,2312.8441060550067,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,Tunisie,Marrakech-Safi,0.0,Raisins de Table,476.3296953079838,14108.048451991564,Bio Certifié
Domaine Saada,Coopérative Oasis,USA,Californie,0.0,Raisins de Table,246.59173434168306,3912.854981537812,Bio Certifié
Union Agricole Méditerranée,Fattoria Toscana,Maroc,Kansas,0.0,Robusta,184.75855039091056,3462.878157226195,Standard
Dairy Meadows,Cooperative Grains Alliance,USA,Provence,0.0,Riz,270.4083488388404,4879.378475182376,Bio Certifié
Dairy Meadows,Domaine Provence Bio,Maroc,Souss-Massa,0.0,Olives à Huile,122.49827707787283,4772.432916319547,Bio Certifié
Coopérative Oasis,Green Valley Farm,Maroc,Meknès-Fès,0.0,Pommes,272.86656217923144,7845.493249713533,Commerce Équitable
Dairy Meadows,Green Valley Farm,USA,Catalogne,0.0,Raisins de Cuve,179.2157025536075,3793.315109171342,Premium
Union Agricole Méditerranée,Fazenda Brasil,Tunisie,Andalousie,0.0,Olives à Huile,36.75486404659628,1802.8727718187156,Bio Certifié
Coopérative Oasis,Union Agricole Méditerranée,USA,Andalousie,0.0,Olives à Huile,-8.978770406489112,2050.8209422095097,Standard
Union Agricole Méditerranée,Domaine Saada,France,Catalogne,0.0,Tomates,-0.5709346247965001,2158.0214660283928,Premium
Fazenda Brasil,Hacienda El Sol,Maroc,Canterbury,0.0,Pommes,64.69562877683812,1935.0672062806943,Standard
Fazenda Brasil,Marché Wholesale Agadir,Italie,São Paulo,0.0,Courgettes,93.52563774877417,2205.5504859052276,Standard
Fattoria Toscana,Coopérative Oasis,Brésil,Souss-Massa,0.0,Deglet Nour,124.07603260421621,3857.6561983948923,Bio Certifié
Hacienda El Sol,Ferme Al Baraka,USA,São Paulo,0.0,Pommes,283.8936239875093,4293.5016830652785,Standard
Coopérative Oasis,Domaine Provence Bio,Italie,Souss-Massa,0.0,Oignons,129.84375457369723,1705.1299603327261,Standard
Green Valley Farm,Domaine Saada,Maroc,Souss-Massa,0.0,Orge,383.707489500819,2430.4397061030127,Premium
Fazenda Brasil,Coopérative Oasis,Maroc,São Paulo,0.0,Maïs,-22.64325157728728,1989.7199982411046,Standard
Cooperative Grains Alliance,Fazenda Brasil,Italie,São Paulo,0.0,Lait,99.79237650600479,3673.6745002718935,Standard
Cooperative Grains Alliance,Domaine Provence Bio,USA,Provence,0.0,Oignons,70.31153628385066,2368.427202102156,Premium
Fazenda Brasil,Domaine Provence Bio,Maroc,Île-de-France,0.0,Salades,267.9067399104461,2188.132883886896,Premium
Ferme Al Baraka,Mercabarna,France,Sfax,0.0,Robusta,174.4509885838552,218.04742776029093,Bio Certifié
Mercabarna,Cooperative Grains Alliance,Espagne,Toscane,0.0,Maïs,111.31078515636894,3623.688632485064,Standard
Mercabarna,Fazenda Brasil,Tunisie,Île-de-France,0.0,Medjool,170.89012487024752,26328.220903671878,Standard
Marché Wholesale Agadir,Fazenda Brasil,USA,Andalousie,0.0,Arabica,126.24100238245612,2076.7012730429906,Standard
Domaine Provence Bio,Dairy Meadows,Espagne,São Paulo,0.0,Medjool,160.13065231076618,2909.5563910990213,Bio Certifié
Fattoria Toscana,Mercabarna,Brésil,Île-de-France,0.0,Raisins de Cuve,396.5157376257551,5295.226084656153,Bio Certifié
Mercabarna,Marché Wholesale Agadir,Brésil,Toscane,0.0,Courgettes,39.54018466456684,-162.0279728182827,Standard
Ferme Al Baraka,Rungis International,France,Île-de-France,0.0,Blé,39.12490490820858,3123.5628930880475,Bio Certifié
Green Valley Farm,Fazenda Brasil,Maroc,Andalousie,0.0,Blé,115.1338918714213,5738.93070575218,Premium
Domaine Provence Bio,Green Valley Farm,Maroc,Île-de-France,0.0,Carottes,231.13137975744272,14829.523046156723,Bio Certifié
Mercabarna,Coopérative Oasis,USA,Souss-Massa,0.0,Raisins de Table,250.1137532150091,3670.849474477156,Commerce Équitable
Coopérative Oasis,Dairy Meadows,Brésil,São Paulo,0.0,Tomates,122.46466431901973,5550.583545085265,Standard
Union Agricole Méditerranée,Green Valley Farm,Tunisie,Meknès-Fès,0.0,Tomates,69.94396973162915,1070.3100926404654,Bio Certifié
Ferme Al Baraka,Dairy Meadows,Maroc,Souss-Massa,0.0,Medjool,93.40941944291333,4332.764166311575,Bio Certifié
Mercabarna,Hacienda El Sol,Tunisie,Meknès-Fès,0.0,Courgettes,1264.9884913848339,7151.373126333571,Standard
Fazenda Brasil,Ferme Al Baraka,Brésil,Californie,0.0,Beurre,75.71433102544913,2361.3169700131048,Premium
Ferme Al Baraka,Rungis International,Maroc,Kansas,0.0,Salades,467.92728163530376,1244.5225420509275,Standard
Green Valley Farm,Hacienda El Sol,Tunisie,Canterbury,0.0,Bananes,180.82541085402494,2583.6579558942767,Standard
Rungis International,Green Valley Farm,Maroc,São Paulo,0.0,Pamplemousses,23.375571523729555,3256.2870399507456,Standard
Fazenda Brasil,Ferme Al Baraka,France,Canterbury,0.0,Medjool,40.68841191533502,2433.1050516568284,Bio Certifié
Cooperative Grains Alliance,Domaine Provence Bio,Nouvelle-Zélande,Toscane,0.0,Lait,148.6688964555418,2126.579608024855,Premium
Ferme Al Baraka,Fattoria Toscana,Nouvelle-Zélande,Toscane,0.0,Tomates,139.4336946798465,3240.597708925689,Bio Certifié
Domaine Saada,Union Agricole Méditerranée,Maroc,Marrakech-Safi,0.0,Raisins de Cuve,113.67017686322828,2521.6135033363867,Standard
Fazenda Brasil,Mercabarna,Italie,Souss-Massa,0.0,Maïs,92.99431006580244,5274.951432964449,Bio Certifié
Dairy Meadows,Fazenda Brasil,USA,Provence,0.0,Mandarines,201.57929529537063,4825.886558096879,Bio Certifié
Green Valley Farm,Rungis International,Italie,Sfax,0.0,Maïs,1315.355447975347,12347.626478445924,Bio Certifié
Hacienda El Sol,Cooperative Grains Alliance,Italie,Canterbury,0.0,Courgettes,676.9049751524541,5880.443001907326,Standard
Coopérative Oasis,Rungis International,Maroc,Meknès-Fès,0.0,Salades,258.45537635621275,2817.0525669642866,Bio Certifié
Dairy Meadows,Cooperative Grains Alliance,Brésil,Meknès-Fès,0.0,Deglet Nour,999.2515568832148,3000.2006862518538,Bio Certifié
Domaine Saada,Hacienda El Sol,USA,Kansas,0.0,Robusta,491.47068721504104,3567.790573265561,Premium
Green Valley Farm,Fattoria Toscana,Maroc,Catalogne,0.0,Medjool,22.956788071053253,1306.8347532807109,Premium
Dairy Meadows,Union Agricole Méditerranée,Tunisie,Canterbury,0.0,Olives à Huile,275.15894293995404,1245.0954200392127,Bio Certifié
Dairy Meadows,Hacienda El Sol,Tunisie,Marrakech-Safi,0.0,Oignons,648.5441864696684,5166.743501693932,Bio Certifié
Coopérative Oasis,Fazenda Brasil,USA,São Paulo,0.0,Arabica,-3.261187991424599,3327.8080149682028,Bio Certifié
Green Valley Farm,Mercabarna,Tunisie,Provence,0.0,Tomates,172.2901792016995,5356.244338595439,Standard
Fattoria Toscana,Fazenda Brasil,Italie,Souss-Massa,0.0,Pommes,58.804276867713156,3936.8132665899293,Standard
Mercabarna,Mercabarna,Maroc,Île-de-France,0.0,Robusta,70.03397647593836,3537.4262981914717,Premium
Union Agricole Méditerranée,Fattoria Toscana,Italie,Marrakech-Safi,0.0,Citrons,412.8831125533393,3995.760377317504,Premium
Marché Wholesale Agadir,Domaine Provence Bio,USA,Meknès-Fès,0.0,Olives à Huile,151.06713813764608,5281.574272972217,Standard
Green Valley Farm,Hacienda El Sol,Maroc,Californie,0.0,Olives de Table,223.08342488024027,426.0224518080488,Bio Certifié
Domaine Saada,Ferme Al Baraka,Maroc,Souss-Massa,0.0,Pommes,43.042412007675836,2126.5222533583706,Premium
Domaine Saada,Ferme Al Baraka,USA,Californie,0.0,Bananes,74.73837685293164,3540.976769623573,Bio Certifié
Marché Wholesale Agadir,Green Valley Farm,Brésil,Marrakech-Safi,0.0,Olives à Huile,268.3002113392574,3522.369002587682,Commerce Équitable
Rungis International,Fattoria Toscana,USA,Souss-Massa,0.0,Pommes,318.9675923217606,9115.865066990425,Bio Certifié
Union Agricole Méditerranée,Domaine Saada,Italie,Meknès-Fès,0.0,Lait,190.11266128836283,14124.175503903205,Bio Certifié
Fattoria Toscana,Cooperative Grains Alliance,Italie,Andalousie,0.0,Bananes,136.7865755781861,3745.5088216148883,Bio Certifié
Fazenda Brasil,Union Agricole Méditerranée,USA,Provence,0.0,Olives de Table,167.917173013919,2699.4109849764845,Bio Certifié
