exploitation,type_exploitation,pays,region,resultat,produit,quantite_tonnes,prix_tonne_eur,qualite
Green Valley Farm,Mercabarna,Nouvelle-Zélande,Californie,,Robusta,273.6365263457402,1196.1790741321493,Standard
Rungis International,Union Agricole Méditerranée,Espagne,São Paulo,,Pommes,1107.5928887974521,2120.7451787046075,Premium
Rungis International,Fattoria Toscana,France,Souss-Massa,,Courgettes,173.23472045764456,1742.0827529314572,Standard
Cooperative Grains Alliance,Fattoria Toscana,Nouvelle-Zélande,Toscane,,Raisins de Table,580.0314660697543,5313.589536882003,Standard
Ferme Al Baraka,Coopérative Oasis,Maroc,Sfax,,Olives de Table,109.10915936030722,2193.950145324575,Standard
Cooperative Grains Alliance,Union Agricole Méditerranée,France,São Paulo,,Raisins de Table,564.2765002405499,3292.3562774810166,Commerce Équitable
Ferme Al Baraka,Cooperative Grains Alliance,Nouvelle-Zélande,Kansas,,Riz,115.45329179848801,3889.9912852475277,Standard
Fattoria Toscana,Coopérative Oasis,Maroc,Andalousie,,Riz,68.7812554143137,2440.9022936858764,Bio Certifié
Domaine Saada,Hacienda El Sol,France,Toscane,,Pamplemousses,99.8797854286122,714.2754259393024,Premium
Cooperative Grains Alliance,Domaine Saada,Nouvelle-Zélande,Souss-Massa,,Bananes,123.33303928725854,2237.235888807952,Premium
Domaine Provence Bio,Ferme Al Baraka,Maroc,Provence,,Yaourt,181.74489934720575,5299.6603183090865,Premium
Coopérative Oasis,Union Agricole Méditerranée,France,Souss-Massa,,Raisins de Table,173.48006189046814,5447.542709140983,Commerce Équitable
Domaine Provence Bio,Cooperative Grains Alliance,Maroc,Souss-Massa,,Raisins de Table,467.46711857417534,2920.459057264785,Standard
Fattoria Toscana,Domaine Saada,France,São Paulo,,Deglet Nour,747.4326240869107,3282.8291099225476,Standard
Marché Wholesale Agadir,Domaine Saada,Nouvelle-Zélande,Kansas,,Raisins de Table,190.7576207754048,3656.345127128172,Premium
Dairy Meadows,Domaine Provence Bio,Nouvelle-Zélande,Andalousie,,Blé,583.7022832037278,3641.224508132517,Bio Certifié
Mercabarna,Fazenda Brasil,Italie,Californie,,Deglet Nour,236.82598793325764,2991.1249499237924,Commerce Équitable
Dairy Meadows,Fazenda Brasil,USA,Marrakech-Safi,,Olives à Huile,40.02875589384211,2746.370479168145,Bio Certifié
Fattoria Toscana,Union Agricole Méditerranée,Maroc,Provence,,Raisins de Table,274.0429708396246,3032.9472014794446,Bio Certifié
Rungis International,Marché Wholesale Agadir,France,Toscane,,Olives à Huile,114.05467256634459,11744.116847226005,Bio Certifié
Domaine Provence Bio,Coopérative Oasis,USA,Île-de-France,,Carottes,67.84853934451894,4465.228022808676,Premium
Hacienda El Sol,Dairy Meadows,USA,Île-de-France,,Mandarines,1196.2833083097842,4500.022344940796,Premium
Union Agricole Méditerranée,Dairy Meadows,USA,Californie,,Bananes,89.84866355180341,2834.8059076818454,Standard
Fazenda Brasil,Marché Wholesale Agadir,Italie,Île-de-France,,Robusta,183.1977555465555,3290.6706380206133,Bio Certifié
Cooperative Grains Alliance,Dairy Meadows,Nouvelle-Zélande,Canterbury,,Pommes de terre,99.45627067529696,3259.3509843062147,Bio Certifié
Ferme Al Baraka,Domaine Provence Bio,Maroc,Sfax,,Salades,178.80755829007768,1621.9331657846756,Standard
Cooperative Grains Alliance,Fattoria Toscana,France,Provence,,Raisins de Cuve,135.51261289270812,2770.563861646373,Bio Certifié
Marché Wholesale Agadir,Rungis International,France,Sfax,,Raisins de Table,138.6258524001147,2226.671535503021,Bio Certifié
Fazenda Brasil,Green Valley Farm,Brésil,Californie,,Robusta,492.793672574767,4918.645234999416,Bio Certifié
Cooperative Grains Alliance,Ferme Al Baraka,USA,Souss-Massa,,Fromage,177.35591245976025,2629.4872524325106,Bio Certifié
Domaine Saada,Domaine Saada,Italie,Sfax,,Olives de Table,-35.153422084445886,2828.7664326804543,Standard
Rungis International,Fattoria Toscana,Espagne,Souss-Massa,,Olives de Table,858.5218926116843,403.5998811018767,Standard
Domaine Provence Bio,Hacienda El Sol,France,Californie,,Tomates,237.1880701223368,19635.82645702422,Standard
Cooperative Grains Alliance,Green Valley Farm,USA,Kansas,,Olives de Table,248.39550007731944,1922.6582467389999,Premium
Green Valley Farm,Rungis International,Tunisie,São Paulo,,Bananes,72.95161842299703,4387.8473953712155,Commerce Équitable
Green Valley Farm,Ferme Al Baraka,Maroc,Marrakech-Safi,,Oranges,137.23712173556592,5741.507054521211,Premium
Cooperative Grains Alliance,Marché Wholesale Agadir,France,São Paulo,,Olives de Table,15.95747752749672,963.3576722475109,Bio Certifié
Hacienda El Sol,Fattoria Toscana,Italie,São Paulo,,Bananes,135.40973003947917,4153.031658476822,Bio Certifié
Domaine Saada,Mercabarna,Maroc,São Paulo,,Robusta,1.2410748833403673,3286.789263622052,Standard
Green Valley Farm,Cooperative Grains Alliance,Italie,Île-de-France,,Lait,41.29444871393598,2072.473377560167,Standard
Rungis International,Domaine Provence Bio,France,Meknès-Fès,,Maïs,171.08236250107677,2586.923639364639,Bio Certifié
Rungis International,Cooperative Grains Alliance,France,Toscane,,Raisins de Cuve,216.87663067087345,3376.8661219333526,Premium
Union Agricole Méditerranée,Domaine Provence Bio,France,São Paulo,,Olives à Huile,158.2795704054883,5102.190091824629,Standard
Coopérative Oasis,Domaine Saada,Espagne,Kansas,,Pommes de terre,145.4331848501556,2297.3529672531627,Premium
Cooperative Grains Alliance,Domaine Provence Bio,USA,Île-de-France,,Lait,262.37082819114454,494.77502438439103,Standard
Fattoria Toscana,Marché Wholesale Agadir,Brésil,Andalousie,,Raisins de Cuve,122.36388280984187,3790.5877261788405,Bio Certifié
Cooperative Grains Alliance,Fattoria Toscana,Italie,Sfax,,Carottes,97.41909843869216,2571.9316449291605,Standard
Mercabarna,Domaine Saada,Maroc,Souss-Massa,,Olives à Huile,603.3486980386001,4250.3021175151325,Standard
Cooperative Grains Alliance,Domaine Provence Bio,Nouvelle-Zélande,Kansas,,Carottes,110.74789754255167,3300.6834294931978,Bio Certifié
Hacienda El Sol,Ferme Al Baraka,Italie,Souss-Massa,,Tomates,590.6869279056358,2775.904141322043,Standard
Union Agricole Méditerranée,Domaine Saada,Brésil,Kansas,,Maïs,280.56446044922865,3211.405555211615,Premium
Domaine Provence Bio,Fattoria Toscana,USA,Île-de-France,,Tomates,125.41229082926893,2495.617229264328,Standard
Mercabarna,Fattoria Toscana,Italie,Toscane,,Oranges,189.28155807876416,3215.7785323559665,Bio Certifié
Domaine Provence Bio,Union Agricole Méditerranée,Nouvelle-Zélande,Californie,,Pommes,135.95588727002144,3639.1513684353295,Bio Certifié
Coopérative Oasis,Rungis International,Tunisie,Toscane,,Raisins de Cuve,173.57470766602674,2257.925841886423,Bio Certifié
Fazenda Brasil,Cooperative Grains Alliance,Maroc,São Paulo,,Pamplemousses,198.27158684098777,3530.785999838966,Premium
Domaine Provence Bio,Dairy Meadows,Tunisie,Kansas,,Raisins de Table,88.84565621289016,3845.8562268631295,Bio Certifié
Cooperative Grains Alliance,Coopérative Oasis,Brésil,Canterbury,,Fromage,121.59536318666692,23909.482688386266,Premium
Domaine Saada,Fattoria Toscana,Brésil,Canterbury,,Maïs,61.924718720933086,5067.776527041155,Standard
Union Agricole Méditerranée,Union Agricole Méditerranée,France,Sfax,,Pommes,218.90462655608528,3723.822065759924,Commerce Équitable
Fattoria Toscana,Domaine Provence Bio,Maroc,São Paulo,,Maïs,108.15393029418964,4010.2972609551675,Standard
Marché Wholesale Agadir,Green Valley Farm,Espagne,Souss-Massa,,Olives à Huile,39.788831332632746,1457.7824521005152,Bio Certifié
Union Agricole Méditerranée,Cooperative Grains Alliance,France,Provence,,Arabica,526.8043416441109,2302.5557836924713,Premium
Domaine Saada,Dairy Meadows,France,Souss-Massa,,Raisins de Table,205.31704306584462,2423.0345850141302,Bio Certifié
Mercabarna,Fattoria Toscana,Brésil,Andalousie,,Pommes,43.588430532035915,3299.207325661567,Premium
Coopérative Oasis,Fattoria Toscana,Brésil,Souss-Massa,,Pommes de terre,239.35363915981208,3987.414999001644,Commerce Équitable
Fazenda Brasil,Coopérative Oasis,Italie,Kansas,,Oignons,250.23050118386573,1773.942432095809,Premium
Cooperative Grains Alliance,Domaine Provence Bio,USA,Catalogne,,Yaourt,285.7121130460715,3727.704239736516,Standard
Hacienda El Sol,Green Valley Farm,Italie,Canterbury,,Pommes de terre,167.64703789016806,2666.5505223046157,Standard
Rungis International,Cooperative Grains Alliance,Tunisie,Souss-Massa,,Raisins de Table,266.90630406199836,3086.0316942899867,Standard
Cooperative Grains Alliance,Coopérative Oasis,Maroc,Souss-Massa,,Tomates,204.66015302179966,4008.87986285798,Bio Certifié
Rungis International,Ferme Al Baraka,Tunisie,Marrakech-Safi,,Raisins de Table,491.9682842609991,11380.332005893502,Premium
Fattoria Toscana,Union Agricole Méditerranée,USA,Catalogne,,Raisins de Table,174.8073622025731,2954.0865570125497,Premium
Ferme Al Baraka,Hacienda El Sol,Italie,Sfax,,Raisins de Cuve,211.63348323624263,2773.293827305879,Bio Certifié
Mercabarna,Hacienda El Sol,Maroc,Kansas,,Blé,167.24081698691595,2942.5182306112047,Premium
Green Valley Farm,Fattoria Toscana,USA,Canterbury,,Maïs,113.04658895659264,357.2410637616658,Bio Certifié
Domaine Saada,Hacienda El Sol,Maroc,Kansas,,Raisins de Cuve,4.726606152380242,16457.966534896892,Premium
Marché Wholesale Agadir,Fattoria Toscana,Maroc,Kansas,,Pommes,233.00419412704866,2350.601072807662,Premium
Fazenda Brasil,Fattoria Toscana,Espagne,Kansas,,Blé,257.6175510024435,3169.9208254778778,Bio Certifié
Mercabarna,Ferme Al Baraka,France,Sfax,,Pamplemousses,12.939261584446108,2253.8564829512666,Bio Certifié
Rungis International,Coopérative Oasis,USA,Catalogne,,Bananes,76.56114651504896,2152.036867195814,Standard
Fattoria Toscana,Dairy Meadows,Tunisie,Californie,,Yaourt,200.7336418652711,-156.28370632781957,Commerce Équitable
Ferme Al Baraka,Domaine Saada,USA,Sfax,,Maïs,385.30111485686547,232.85565086434485,Standard
Rungis International,Coopérative Oasis,France,Souss-Massa,,Pommes,26.71465964529225,245.44970726077713,Standard
Fazenda Brasil,Ferme Al Baraka,Maroc,Provence,,Pommes,121.37122161394313,3178.1998206705384,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,Nouvelle-Zélande,Toscane,,Blé,368.9964156748805,398.28938073134896,Standard
Fazenda Brasil,Coopérative Oasis,Tunisie,Île-de-France,,Maïs,63.6082727887224,3666.412733416447,Bio Certifié
Green Valley Farm,Coopérative Oasis,France,Île-de-France,,Courgettes,67.93248989605684,-249.79845127221165,Standard
Union Agricole Méditerranée,Cooperative Grains Alliance,Brésil,Californie,,Oranges,247.55768434035156,2628.219783689468,Premium
Green Valley Farm,Fazenda Brasil,Espagne,Provence,,Robusta,848.1246940273204,3084.5190264184903,Bio Certifié
Domaine Saada,Hacienda El Sol,Italie,Californie,,Raisins de Cuve,100.98555985024015,5057.411117422246,Premium
Mercabarna,Ferme Al Baraka,Maroc,Canterbury,,Pamplemousses,68.54080879361557,981.2060020410242,Bio Certifié
Green Valley Farm,Coopérative Oasis,Brésil,Provence,,Maïs,176.2218744755442,1744.6280897916135,Bio Certifié
Domaine Saada,Fazenda Brasil,France,São Paulo,,Raisins de Cuve,363.0557161029712,2475.0357543383334,Bio Certifié
Fattoria Toscana,Coopérative Oasis,Maroc,Souss-Massa,,Olives à Huile,171.4379422062771,5246.065478420998,Standard
Coopérative Oasis,Domaine Provence Bio,Maroc,Provence,,Tomates,148.0723515104057,5650.468414372235,Bio Certifié
Fattoria Toscana,Domaine Saada,Maroc,Toscane,,Olives de Table,259.3934376308546,4434.458951613928,Bio Certifié
Marché Wholesale Agadir,Dairy Meadows,Brésil,São Paulo,,Pommes,64.7124922266743,12673.434675620763,Commerce Équitable
Domaine Provence Bio,Ferme Al Baraka,Nouvelle-Zélande,Provence,,Fromage,235.95343630967443,3165.175783792376,Standard
Union Agricole Méditerranée,Green Valley Farm,France,Canterbury,,Salades,150.91347266059861,3356.5868579313205,Premium
Marché Wholesale Agadir,Mercabarna,Espagne,Catalogne,,Oranges,89.28444830538763,2037.6285792404901,Standard
Coopérative Oasis,Ferme Al Baraka,Brésil,Île-de-France,,Maïs,182.474795305608,-263.09301034365376,Commerce Équitable
Cooperative Grains Alliance,Coopérative Oasis,Maroc,Canterbury,,Olives de Table,184.6426222127656,5226.472369553658,Bio Certifié
Hacienda El Sol,Fattoria Toscana,Italie,Andalousie,,Citrons,178.1740386561163,3292.1054075725046,Standard
Fattoria Toscana,Dairy Meadows,Espagne,Andalousie,,Olives à Huile,100.0443018824082,2403.361049424305,Bio Certifié
Green Valley Farm,Dairy Meadows,Espagne,São Paulo,,Fromage,1290.973700467676,14640.919284336323,Standard
Domaine Provence Bio,Union Agricole Méditerranée,Italie,Catalogne,,Arabica,10.423900330909916,1108.824028825642,Bio Certifié
Dairy Meadows,Ferme Al Baraka,Nouvelle-Zélande,Île-de-France,,Olives de Table,934.3569037226039,3117.4238994717025,Standard
Green Valley Farm,Union Agricole Méditerranée,Italie,Kansas,,Raisins de Cuve,140.85685068976446,3115.8392631213565,Premium
Fazenda Brasil,Fazenda Brasil,Maroc,São Paulo,,Robusta,8.200717643146639,10612.04981182778,Bio Certifié
Fattoria Toscana,Cooperative Grains Alliance,Italie,Catalogne,,Pommes de terre,-11.36927862128092,2345.7623626607883,Standard
Domaine Provence Bio,Ferme Al Baraka,Nouvelle-Zélande,Kansas,,Olives à Huile,43.024743898156885,3071.9191939806415,Premium
Domaine Provence Bio,Mercabarna,France,Souss-Massa,,Riz,-34.19774304236726,3569.9447566583704,Premium
Fazenda Brasil,Dairy Meadows,France,São Paulo,,Bananes,119.90282554453367,4744.3402613631515,Standard
Marché Wholesale Agadir,Union Agricole Méditerranée,Maroc,Californie,,Medjool,437.8995609846439,3822.157317959882,Bio Certifié
Mercabarna,Rungis International,USA,Catalogne,,Olives à Huile,199.3474087955201,5044.594947661846,Bio Certifié
Domaine Saada,Fattoria Toscana,Maroc,Souss-Massa,,Tomates,45.87174065356493,959.0566073575765,Standard
Marché Wholesale Agadir,Fattoria Toscana,USA,Provence,,Pommes,277.747497369702,3443.4846257460667,Bio Certifié
Cooperative Grains Alliance,Ferme Al Baraka,USA,Meknès-Fès,,Carottes,109.80449112968296,2479.6293052435494,Bio Certifié
Union Agricole Méditerranée,Ferme Al Baraka,Tunisie,Provence,,Lait,148.38135744773618,2601.123460257236,Premium
Union Agricole Méditerranée,Fazenda Brasil,Maroc,Meknès-Fès,,Riz,207.6362212718987,12690.383726010055,Premium
Domaine Provence Bio,Marché Wholesale Agadir,Italie,São Paulo,,Robusta,177.05972867971764,8135.412574689102,Standard
Dairy Meadows,Domaine Saada,USA,Île-de-France,,Tomates,86.89894661924976,4484.615927556444,Commerce Équitable
Fazenda Brasil,Domaine Saada,Espagne,Canterbury,,Pamplemousses,126.09584554290707,2203.020288202088,Bio Certifié
Fazenda Brasil,Fazenda Brasil,Maroc,São Paulo,,Bananes,228.14996937417234,3273.452868123928,Bio Certifié
Domaine Saada,Hacienda El Sol,Maroc,São Paulo,,Olives à Huile,138.29380724300745,14051.192888967722,Standard
Mercabarna,Marché Wholesale Agadir,USA,Kansas,,Citrons,199.53490757219208,-44.24883951902211,Standard
Rungis International,Cooperative Grains Alliance,Nouvelle-Zélande,Toscane,,Olives de Table,136.10545960934328,3317.6876515507515,Premium
Domaine Saada,Mercabarna,Italie,Sfax,,Pommes,136.7610908557681,4517.569114706745,Commerce Équitable
Domaine Saada,Dairy Meadows,Espagne,Souss-Massa,,Oignons,93.21884095616701,572.8165979494511,Standard
Union Agricole Méditerranée,Domaine Provence Bio,France,Canterbury,,Deglet Nour,172.12357478951202,5041.824300028643,Bio Certifié
Mercabarna,Dairy Meadows,Tunisie,Catalogne,,Oignons,84.4040199536532,2173.409014804172,Standard
Domaine Provence Bio,Cooperative Grains Alliance,USA,Kansas,,Arabica,63.83792817766547,2763.185493284153,Bio Certifié
Domaine Provence Bio,Domaine Provence Bio,Maroc,Canterbury,,Tomates,124.73251969406353,1593.785175060497,Bio Certifié
Coopérative Oasis,Dairy Meadows,France,Île-de-France,,Olives à Huile,1307.942848464098,1032.3068769439203,Bio Certifié
Fattoria Toscana,Fattoria Toscana,Nouvelle-Zélande,Catalogne,,Raisins de Cuve,112.68527130322386,2302.9160200936276,Bio Certifié
Dairy Meadows,Domaine Provence Bio,Maroc,Souss-Massa,,Blé,247.06299607692608,4724.688852867431,Premium
Dairy Meadows,Dairy Meadows,Italie,Provence,,Riz,145.10683432353528,4492.777548994373,Bio Certifié
Rungis International,Green Valley Farm,Maroc,Kansas,,Riz,30.00206387746535,335.9959932105859,Standard
Union Agricole Méditerranée,Marché Wholesale Agadir,USA,Meknès-Fès,,Deglet Nour,46.72959257686978,271.1928970678474,Standard
Rungis International,Dairy Meadows,France,Sfax,,Oignons,21.673281882210304,14264.991980556308,Premium
Dairy Meadows,Coopérative Oasis,Italie,Sfax,,Raisins de Cuve,15.66896866859058,3710.5445503432743,Bio Certifié
Domaine Provence Bio,Hacienda El Sol,Italie,Marrakech-Safi,,Pommes de terre,163.4323106658806,3459.7659233578197,Bio Certifié
Hacienda El Sol,Union Agricole Méditerranée,France,Île-de-France,,Lait,298.5298817095895,2854.0927727877597,Standard
Mercabarna,Mercabarna,Espagne,Catalogne,,Oignons,234.22137344519086,2783.688009019845,Bio Certifié
Fattoria Toscana,Fattoria Toscana,France,Catalogne,,Olives à Huile,491.1478312298726,1629.7373694116206,Bio Certifié
Green Valley Farm,Mercabarna,USA,Catalogne,,Deglet Nour,211.67089259364397,19562.931681698108,Standard
Cooperative Grains Alliance,Domaine Saada,France,Catalogne,,Citrons,-2.0476290366813785,314.0755219201444,Premium
Domaine Provence Bio,Fattoria Toscana,Italie,Kansas,,Bananes,264.0129931962482,3384.179038656128,Standard
Mercabarna,Dairy Meadows,France,Andalousie,,Raisins de Table,208.56286997466358,1365.4671631321828,Bio Certifié
Cooperative Grains Alliance,Union Agricole Méditerranée,Nouvelle-Zélande,Provence,,Beurre,179.46179995744524,873.2508120314399,Premium
Cooperative Grains Alliance,Fazenda Brasil,USA,Catalogne,,Fromage,290.4696216273835,3326.4681913052373,Standard
Green Valley Farm,Dairy Meadows,Nouvelle-Zélande,Souss-Massa,,Raisins de Cuve,64.99863297786798,783.2090421250068,Premium
Union Agricole Méditerranée,Rungis International,Italie,Île-de-France,,Mandarines,931.1414021512755,3565.9486732732867,Standard
Ferme Al Baraka,Coopérative Oasis,France,Provence,,Olives de Table,174.4365729985738,468.2700548920167,Premium
Rungis International,Mercabarna,USA,Canterbury,,Tomates,122.99633843438532,-1.126052109684906,Premium
Ferme Al Baraka,Green Valley Farm,France,Souss-Massa,,Pommes de terre,106.90641344483288,5148.464583016471,Standard
Ferme Al Baraka,Union Agricole Méditerranée,USA,Provence,,Lait,286.247518846576,2719.1496639173774,Premium
Coopérative Oasis,Marché Wholesale Agadir,Brésil,São Paulo,,Courgettes,254.93138603860208,2858.040230147653,Premium
Cooperative Grains Alliance,Dairy Meadows,Tunisie,Meknès-Fès,,Courgettes,95.5048556226328,5494.847853882324,Standard
Domaine Saada,Union Agricole Méditerranée,France,Andalousie,,Courgettes,113.51727677914505,2316.4644253304896,Premium
Union Agricole Méditerranée,Dairy Meadows,Espagne,Kansas,,Oranges,227.91978161613673,3475.3963993730677,Bio Certifié
Domaine Provence Bio,Domaine Saada,Italie,Sfax,,Medjool,49.35060643857959,3075.445001447355,Bio Certifié
Dairy Meadows,Union Agricole Méditerranée,Nouvelle-Zélande,Toscane,,Robusta,145.94475072477996,2688.2580044050355,Standard
Fazenda Brasil,Domaine Provence Bio,France,Sfax,,Olives à Huile,183.49063523284286,2219.0258630142293,Bio Certifié
Cooperative Grains Alliance,Fazenda Brasil,USA,Île-de-France,,Tomates,61.48282683196005,3810.1194840750372,Standard
Ferme Al Baraka,Fattoria Toscana,USA,Souss-Massa,,Raisins de Table,630.8718451142392,8632.329171911118,Premium
Dairy Meadows,Domaine Provence Bio,Maroc,Canterbury,,Olives de Table,104.13064081966516,3010.158589535199,Standard
Dairy Meadows,Fazenda Brasil,USA,Toscane,,Raisins de Cuve,61.378420668120256,1834.9050397212677,Bio Certifié
Coopérative Oasis,Rungis International,Maroc,Californie,,Pamplemousses,604.8794323822858,2252.77802173113,Bio Certifié
Domaine Saada,Mercabarna,Maroc,Provence,,Fromage,28.925057336453644,2885.639116950685,Premium
Cooperative Grains Alliance,Hacienda El Sol,USA,Canterbury,,Robusta,101.66702878409706,1395.9199475287535,Standard
Ferme Al Baraka,Green Valley Farm,USA,Provence,,Tomates,629.3749794077175,381.75703693479136,Standard
Domaine Saada,Hacienda El Sol,Italie,Catalogne,,Salades,225.6833944532364,2300.8478000586692,Bio Certifié
Ferme Al Baraka,Ferme Al Baraka,France,Marrakech-Safi,,Oignons,233.44392237053873,10605.672542433362,Premium
Fattoria Toscana,Dairy Meadows,Maroc,Souss-Massa,,Pommes de terre,593.0612664718191,14784.256494154359,Premium
Coopérative Oasis,Union Agricole Méditerranée,Maroc,Catalogne,,Yaourt,437.28233880614107,8720.757909294762,Bio Certifié
Green Valley Farm,Fattoria Toscana,USA,Provence,,Tomates,193.71031390040923,-685.2169128514313,Bio Certifié
Domaine Saada,Domaine Provence Bio,France,Île-de-France,,Raisins de Cuve,75.17600796376263,26663.589856603852,Premium
Marché Wholesale Agadir,Mercabarna,Nouvelle-Zélande,Canterbury,,Lait,46.87579981461981,3272.271373491083,Standard
Fazenda Brasil,Mercabarna,Maroc,Souss-Massa,,Riz,295.8571461012602,3245.8369874505006,Bio Certifié
Domaine Provence Bio,Union Agricole Méditerranée,Tunisie,Sfax,,Olives à Huile,61.005162229519065,4348.23615778068,Bio Certifié
Dairy Meadows,Rungis International,Espagne,Toscane,,Raisins de Table,42.01143953652343,76.82045673484572,Standard
Ferme Al Baraka,Fazenda Brasil,Tunisie,São Paulo,,Olives à Huile,210.50448998683316,1754.7849138994648,Bio Certifié
Coopérative Oasis,Dairy Meadows,Brésil,Catalogne,,Riz,212.74507969194028,1993.2675107502043,Premium
Marché Wholesale Agadir,Ferme Al Baraka,Tunisie,São Paulo,,Olives à Huile,115.15180790458868,2291.888428384149,Bio Certifié
Mercabarna,Mercabarna,France,Canterbury,,Yaourt,219.56424777172455,3314.948197994645,Bio Certifié
Coopérative Oasis,Coopérative Oasis,Brésil,São Paulo,,Raisins de Cuve,1173.4909125154431,1573.9332103796855,Standard
Ferme Al Baraka,Fazenda Brasil,France,Souss-Massa,,Riz,86.01955160866402,2255.640923470867,Bio Certifié
Green Valley Farm,Fazenda Brasil,Maroc,Marrakech-Safi,,Pommes de terre,185.45931228288993,3440.7957163121473,Standard
Fattoria Toscana,Cooperative Grains Alliance,Maroc,Souss-Massa,,Maïs,154.3358325471463,12667.703879921466,Bio Certifié
Fattoria Toscana,Fattoria Toscana,USA,Californie,,Pommes de terre,107.94158206550719,20957.723863948588,Bio Certifié
Ferme Al Baraka,Fazenda Brasil,USA,Andalousie,,Olives de Table,273.11237220286034,2138.765159185343,Bio Certifié
Union Agricole Méditerranée,Dairy Meadows,Maroc,Provence,,Raisins de Table,11.564746665307382,2843.2521977807028,Bio Certifié
Hacienda El Sol,Rungis International,Maroc,Canterbury,,Yaourt,59.91252806843251,3225.7549093535745,Premium
Rungis International,Green Valley Farm,Italie,Canterbury,,Raisins de Table,30.506181120889888,4080.911426884013,Standard
Mercabarna,Fattoria Toscana,France,Provence,,Salades,217.75462059564188,-274.19866034112397,Premium
Fattoria Toscana,Green Valley Farm,Nouvelle-Zélande,Provence,,Medjool,499.82192259505746,1531.00834557821,Standard
Dairy Meadows,Fattoria Toscana,Maroc,Toscane,,Olives à Huile,952.1533537014091,2110.6524181230243,Bio Certifié
Dairy Meadows,Rungis International,Maroc,Toscane,,Fromage,158.97316247810147,5819.37215992313,Standard
Union Agricole Méditerranée,Mercabarna,Espagne,Île-de-France,,Salades,713.5255449914742,7814.96284642822,Standard
Domaine Provence Bio,Mercabarna,Maroc,Marrakech-Safi,,Pommes de terre,463.27450584931904,2165.1358602759783,Bio Certifié
Hacienda El Sol,Domaine Provence Bio,Tunisie,Toscane,,Bananes,479.25821745123335,3225.1878281797253,Bio Certifié
Cooperative Grains Alliance,Rungis International,Italie,Toscane,,Raisins de Cuve,935.019317203243,1787.880177946427,Premium
Domaine Provence Bio,Hacienda El Sol,Nouvelle-Zélande,Souss-Massa,,Blé,149.89478824657655,3418.5505717082733,Standard
Fazenda Brasil,Ferme Al Baraka,Espagne,Meknès-Fès,,Pommes de terre,204.76227864414506,11247.079162412225,Standard
Domaine Saada,Coopérative Oasis,Italie,São Paulo,,Tomates,532.8082861766142,2985.3155700906636,Premium
Marché Wholesale Agadir,Fazenda Brasil,Maroc,Île-de-France,,Blé,34.640182358527014,11450.622900104521,Standard
Fattoria Toscana,Union Agricole Méditerranée,Nouvelle-Zélande,São Paulo,,Deglet Nour,300.05147555965766,1577.5420049393838,Standard
Rungis International,Union Agricole Méditerranée,Nouvelle-Zélande,Marrakech-Safi,,Lait,-14.148753920456564,7932.067310683365,Premium
Dairy Meadows,Ferme Al Baraka,Maroc,Canterbury,,Robusta,242.8229675783304,1704.9421444136271,Bio Certifié
Domaine Provence Bio,Fazenda Brasil,Espagne,Île-de-France,,Raisins de Table,4.403270027829045,4272.613699852589,Bio Certifié
Green Valley Farm,Marché Wholesale Agadir,France,Sfax,,Orge,96.92951148698054,1433.491177608754,Premium
Dairy Meadows,Hacienda El Sol,USA,Souss-Massa,,Riz,214.0065491888773,2699.67438148589,Standard
Domaine Saada,Marché Wholesale Agadir,France,Meknès-Fès,,Olives de Table,84.48183084532458,1195.6730437834906,Standard
Fazenda Brasil,Fazenda Brasil,Italie,Meknès-Fès,,Olives à Huile,226.24593405885855,3245.15534878381,Premium
Marché Wholesale Agadir,Hacienda El Sol,Espagne,Meknès-Fès,,Robusta,141.82143313969362,3817.891214693952,Standard
Fazenda Brasil,Ferme Al Baraka,Italie,Andalousie,,Yaourt,272.30365063687634,239.1072919681135,Premium
Cooperative Grains Alliance,Hacienda El Sol,Brésil,Provence,,Bananes,891.827272235395,1757.631008614393,Standard
Fattoria Toscana,Domaine Provence Bio,Brésil,Sfax,,Salades,22.11210570463456,-727.0553169967664,Premium
Domaine Provence Bio,Domaine Saada,Brésil,Souss-Massa,,Salades,123.35738604484007,-484.2550067006114,Standard
Domaine Saada,Coopérative Oasis,France,Meknès-Fès,,Tomates,1121.208342954417,369.5964083615162,Standard
Marché Wholesale Agadir,Fazenda Brasil,Brésil,Provence,,Deglet Nour,254.27751086179245,2874.127368191076,Premium
Rungis International,Ferme Al Baraka,Espagne,Canterbury,,Raisins de Cuve,178.60822603929714,3742.154750281551,Standard
Fazenda Brasil,Marché Wholesale Agadir,USA,Île-de-France,,Oignons,502.53213112404546,11489.687679980094,Premium
Green Valley Farm,Fattoria Toscana,USA,Île-de-France,,Raisins de Table,180.79668787247778,-83.94029528567603,Premium
Dairy Meadows,Domaine Provence Bio,Italie,Sfax,,Oranges,198.17614970400808,5119.520609663249,Standard
Cooperative Grains Alliance,Rungis International,Brésil,São Paulo,,Pommes,217.54009860706816,2637.5615873800725,Standard
Green Valley Farm,Marché Wholesale Agadir,USA,Californie,,Robusta,371.27133411311496,1378.977500416797,Bio Certifié
Ferme Al Baraka,Dairy Meadows,Espagne,Canterbury,,Mandarines,55.12397331280491,2589.5590353250846,Bio Certifié
Fattoria Toscana,Marché Wholesale Agadir,France,Catalogne,,Olives de Table,206.6928082472842,1449.8504999973543,Premium
