produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
Vélo Décathlon,Beauté,Sony,-69.75255702476812,Aucune,922,Standard,604
Aspirateur Dyson V15,Alimentation,Décathlon,692.8844812469798,Aucune,200,Standard,383
AirPods Pro,Mode,H&M,51.643027494996545,Aucune,372,Premium,1819
MacBook Air M3,Électronique,Nike,-20.643087358428986,Aucune,501,Luxe,486
PlayStation 5,Alimentation,Terra Bio,47.72023989328295,Aucune,797,Budget,785
Chocolat Lindt,Maison,Dyson,434.3710812159392,Aucune,707,Standard,293
Lampe Philips Hue,Mode,Lindt,13.558478922256263,Aucune,356,Standard,319
Canapé IKEA Ektorp,Beauté,IKEA,528.7230989453125,3 pour 2,1075,Première Commande,342
Nike Air Max,Mode,Danone,578.0383377309797,Promo Flash -25%,553,Budget,951
Huile d'Olive Bio,Maison,Nike,-57.286496558371425,Promo Flash -25%,2503,Budget,1494
Yaourt Nature,Sport,Philips,23.983457569707127,Aucune,201,Budget,49
Crème L'Oréal,Mode,Danone,-57.551870545839776,Aucune,699,Luxe,1554
Nike Air Max,Sport,Sony,476.65692096988226,Aucune,142,Premium,906
H&M T-Shirt,Électronique,Lavazza,658.139860865833,Aucune,360,Première Commande,193
Huile d'Olive Bio,Maison,Adidas,50.30448414590796,Black Friday -40%,1721,Standard,392
Chocolat Lindt,Électronique,Apple,-30.653584786686267,Soldes -30%,500,Standard,74
H&M T-Shirt,Mode,Samsung,103.42623782638915,Aucune,411,Standard,339
Vélo Décathlon,Beauté,Sony,674.3136920665759,Aucune,383,Luxe,249
Ballon Nike,Mode,Philips,-6.171919900351888,Promo Flash -25%,509,Budget,676
Lampe Philips Hue,Mode,Nike,-39.390207190144764,Aucune,335,Standard,325
MacBook Air M3,Électronique,IKEA,418.81047943565545,Aucune,209,Luxe,74
Samsung Galaxy S24,Mode,Zara,-7.524854302094695,Soldes -30%,416,Budget,590
Chocolat Lindt,Maison,Nike,396.79038700731184,Soldes -30%,84,Budget,1295
iPhone 15 Pro,Beauté,Danone,-109.36459534611774,Aucune,366,Premium,538
Crème L'Oréal,Sport,IKEA,723.2794680025798,Promo Flash -25%,524,Premium,313
Huile d'Olive Bio,Électronique,Nike,-172.71407164694887,Aucune,1502,Budget,691
Samsung Galaxy S24,Alimentation,Apple,-53.70286146643383,Aucune,450,Budget,373
Vélo Décathlon,Beauté,Danone,-52.9358122292623,Aucune,559,Standard,1097
Parfum Chanel N°5,Maison,Samsung,138.80061803192606,Black Friday -40%,1493,Budget,379
Nike Air Max,Maison,Adidas,-50.23831692737356,Aucune,828,Première Commande,370
H&M T-Shirt,Mode,Samsung,4.409122331353892,Aucune,448,Luxe,99
Samsung Galaxy S24,Maison,Chanel,372.1370103467161,Aucune,1126,Premium,269
Vélo Décathlon,Mode,Dyson,1513.8277368468855,Soldes -20%,1177,Standard,342
Café Arabica,Maison,Adidas,437.87769940745227,Aucune,-19,Premium,-5
H&M T-Shirt,Alimentation,Zara,19.475184367000963,Aucune,232,Première Commande,785
Lampe Philips Hue,Électronique,L'Oréal,-3.9149199536024284,Aucune,443,Premium,1240
Canapé IKEA Ektorp,Sport,Samsung,452.29040309605824,Aucune,-105,Luxe,38
Parfum Chanel N°5,Électronique,Samsung,260.73552072606105,Soldes -20%,215,Luxe,426
Huile d'Olive Bio,Alimentation,Apple,-33.11181527869043,Aucune,358,Luxe,196
Chocolat Lindt,Beauté,IKEA,116.85107357918068,Soldes -50%,95,Budget,314
Vélo Décathlon,Alimentation,Danone,265.6897954120483,Aucune,197,Luxe,546
Samsung Galaxy S24,Sport,Samsung,-31.40443427162846,Aucune,142,Première Commande,1627
Chocolat Lindt,Mode,Dyson,332.23317018861485,3 pour 2,389,Budget,495
Ballon Nike,Mode,Adidas,423.53906199619456,Promo Flash -25%,2120,Standard,304
Yaourt Nature,Électronique,Apple,-105.17149645699277,Aucune,527,Budget,184
Aspirateur Dyson V15,Alimentation,Dyson,-63.73922731956668,Soldes -50%,351,Budget,390
Adidas Survêtement,Alimentation,Terra Bio,4.846155391889695,Aucune,270,Standard,172
H&M T-Shirt,Alimentation,Décathlon,722.7179856988964,Aucune,136,Première Commande,448
Vélo Décathlon,Sport,Terra Bio,-19.787344436495985,Aucune,402,Budget,275
iPhone 15 Pro,Électronique,L'Oréal,-55.67926160372248,Cyber Monday -35%,242,Luxe,507
MacBook Air M3,Alimentation,IKEA,60.34458344520607,Aucune,780,Budget,211
iPhone 15 Pro,Électronique,Samsung,-0.3070331258037413,Aucune,380,Luxe,536
H&M T-Shirt,Beauté,Philips,-98.8516130694106,Aucune,329,Premium,1060
Vélo Décathlon,Électronique,Apple,-34.858142713230805,Aucune,480,Standard,240
Parfum Chanel N°5,Beauté,Chanel,713.8913807262852,Aucune,230,Premium,818
AirPods Pro,Électronique,Apple,126.89977788879281,Promo Flash -25%,276,Luxe,340
Yaourt Nature,Électronique,Apple,1272.9345817200417,Aucune,227,Première Commande,1098
Crème L'Oréal,Électronique,Lindt,1097.6156851025594,Soldes -50%,520,Luxe,659
Samsung Galaxy S24,Électronique,H&M,16.02330961767387,Aucune,811,Luxe,331
Chocolat Lindt,Mode,Apple,114.79994825578592,Aucune,822,Premium,472
Canapé IKEA Ektorp,Sport,Nike,30.778476352740427,Black Friday -40%,509,Budget,299
Adidas Survêtement,Sport,L'Oréal,515.2347202213556,Soldes -20%,417,Premium,840
Aspirateur Dyson V15,Électronique,Apple,-91.743872843352,Soldes -30%,220,Première Commande,301
Samsung Galaxy S24,Mode,Apple,443.6245593758652,Soldes -30%,313,Premium,173
Nike Air Max,Alimentation,Lindt,-151.55980594734007,Promo Flash -25%,931,Budget,397
Parfum Chanel N°5,Mode,Sony,177.3732302007939,Soldes -30%,927,Premium,1053
Café Arabica,Alimentation,Sony,-8.206170595265633,Aucune,140,Budget,107
Nike Air Max,Maison,Dyson,-73.99814681196631,Aucune,2378,Standard,294
Lampe Philips Hue,Mode,Apple,-5.574457051802462,Soldes -20%,201,Budget,2
Canapé IKEA Ektorp,Sport,Samsung,557.1440736264076,Promo Flash -25%,299,Luxe,388
MacBook Air M3,Électronique,Chanel,603.2819893940097,Aucune,280,Premium,678
Samsung Galaxy S24,Électronique,Apple,398.34544436111594,Black Friday -40%,244,Budget,863
H&M T-Shirt,Maison,Terra Bio,-69.3096858518341,Aucune,538,Standard,262
Yaourt Nature,Alimentation,Lindt,-107.34557688968206,Promo Flash -25%,444,Budget,343
Nike Air Max,Électronique,Samsung,-23.161657373467165,Aucune,383,Budget,1128
Yaourt Nature,Sport,Chanel,9.114770232179623,Aucune,19,Premium,379
Café Arabica,Sport,Apple,-76.89051145238994,Cyber Monday -35%,444,Luxe,1346
Zara Veste Hiver,Beauté,Adidas,570.3861129110488,Soldes -30%,402,Premium,247
Zara Veste Hiver,Électronique,Apple,138.50004914747257,Soldes -30%,1028,Premium,98
AirPods Pro,Beauté,Sony,666.472288876849,Black Friday -40%,243,Premium,338
H&M T-Shirt,Beauté,Nike,420.2001007450366,Aucune,83,Standard,408
Nike Air Max,Maison,Zara,-54.23972451609916,Soldes -30%,418,Premium,410
Vélo Décathlon,Électronique,Apple,0.6307763742418047,Aucune,163,Standard,153
H&M T-Shirt,Beauté,Apple,77.76713004897107,Aucune,482,Premium,163
Huile d'Olive Bio,Électronique,Nike,57.90203199714426,Aucune,505,Budget,487
AirPods Pro,Électronique,Zara,-34.68600177082061,Aucune,979,Première Commande,210
Lampe Philips Hue,Sport,Zara,92.61531647996466,Aucune,66,Luxe,621
Aspirateur Dyson V15,Sport,Samsung,1243.1997578505138,Aucune,288,Luxe,146
AirPods Pro,Beauté,H&M,353.6551847943352,Aucune,298,Luxe,557
Yaourt Nature,Mode,Dyson,-78.82339898248466,Aucune,789,Budget,2645
Adidas Survêtement,Mode,Nike,655.0937006129489,Aucune,248,Première Commande,662
Yaourt Nature,Beauté,Zara,-70.04272386662265,Aucune,-57,Luxe,335
AirPods Pro,Maison,Décathlon,553.6398986259768,Aucune,351,Luxe,529
Vélo Décathlon,Électronique,Nike,-7.091799521732227,Aucune,101,Budget,362
PlayStation 5,Alimentation,L'Oréal,-92.09138705015724,Aucune,1067,Luxe,340
Parfum Chanel N°5,Électronique,Lindt,-33.75601048223831,3 pour 2,810,Première Commande,393
Huile d'Olive Bio,Sport,Danone,69.76904526329564,Aucune,202,Standard,239
Samsung Galaxy S24,Alimentation,Dyson,-95.085441809104,Soldes -30%,384,Luxe,659
iPhone 15 Pro,Alimentation,Lavazza,168.51457641820926,Aucune,268,Budget,837
MacBook Air M3,Sport,Samsung,122.61987696348007,Soldes -50%,225,Première Commande,643
H&M T-Shirt,Mode,Samsung,430.3495699007238,Soldes -50%,780,Première Commande,330
Ballon Nike,Électronique,Danone,-55.27879240453085,Aucune,-50,Standard,552
Huile d'Olive Bio,Électronique,Lindt,423.8663462354439,Aucune,468,Budget,719
Chocolat Lindt,Sport,Adidas,354.52192562455264,Aucune,356,Budget,421
MacBook Air M3,Mode,Terra Bio,-130.7505836862088,2ème à -50%,57,Standard,412
Nike Air Max,Sport,H&M,-167.84235894632747,Aucune,434,Luxe,774
Zara Veste Hiver,Mode,Lindt,1305.4778428337877,Aucune,466,Standard,542
Canapé IKEA Ektorp,Électronique,Zara,573.8944225425419,Aucune,655,Premium,59
Lampe Philips Hue,Mode,Danone,-131.99446864753185,Aucune,1304,Première Commande,896
Yaourt Nature,Beauté,H&M,113.40469918313721,Black Friday -40%,136,Budget,1744
Samsung Galaxy S24,Électronique,Nike,-72.73578293809784,Black Friday -40%,326,Premium,719
Café Arabica,Alimentation,Lavazza,148.48388639233636,Soldes -20%,175,Standard,188
Aspirateur Dyson V15,Alimentation,Philips,-90.37295709899004,Aucune,777,Standard,657
Lampe Philips Hue,Beauté,Nike,390.2499409878182,Aucune,634,Premium,515
PlayStation 5,Sport,L'Oréal,-32.077297359756386,Aucune,1981,Standard,36
Aspirateur Dyson V15,Sport,Dyson,-72.12546083537816,Aucune,385,Luxe,967
Canapé IKEA Ektorp,Beauté,Lavazza,641.842261065379,Aucune,313,Budget,677
Zara Veste Hiver,Sport,L'Oréal,148.3818173864296,Soldes -30%,474,Standard,70
Samsung Galaxy S24,Sport,Sony,-99.28332524899534,Soldes -30%,489,Premium,242
Chocolat Lindt,Alimentation,Apple,-25.250249439500223,Aucune,163,Luxe,1051
Parfum Chanel N°5,Mode,Sony,-140.28808750789466,Cyber Monday -35%,540,Premium,434
H&M T-Shirt,Maison,Nike,-55.36696385888433,Aucune,263,Première Commande,274
Zara Veste Hiver,Beauté,Dyson,774.4741461050141,2ème à -50%,413,Luxe,371
Canapé IKEA Ektorp,Mode,Chanel,850.3719648114612,Aucune,547,Standard,2451
Parfum Chanel N°5,Alimentation,Terra Bio,16.22064166845719,Soldes -20%,121,Budget,1016
Samsung Galaxy S24,Sport,Apple,-22.93076353196456,Aucune,243,Budget,666
Aspirateur Dyson V15,Alimentation,Dyson,43.558948325123154,Aucune,477,Standard,906
AirPods Pro,Électronique,H&M,154.68226216808839,Aucune,522,Première Commande,289
AirPods Pro,Beauté,Chanel,130.8471969678182,2ème à -50%,164,Standard,101
Yaourt Nature,Maison,Adidas,-279.1782929053655,Aucune,306,Première Commande,533
Chocolat Lindt,Sport,Lindt,-117.0918680927623,Aucune,490,Budget,367
Adidas Survêtement,Beauté,Terra Bio,37.56929123973481,Aucune,265,Standard,486
Crème L'Oréal,Sport,Dyson,484.6645267265087,Aucune,-61,Budget,103
Vélo Décathlon,Mode,Apple,1316.5392259163486,Aucune,318,Standard,261
MacBook Air M3,Beauté,Terra Bio,322.7482490916839,Aucune,318,Premium,478
Nike Air Max,Alimentation,Chanel,347.54080898411155,Promo Flash -25%,35,Premium,285
MacBook Air M3,Alimentation,Terra Bio,903.2356892846989,Aucune,700,Standard,1486
Canapé IKEA Ektorp,Sport,Samsung,785.3248890676459,Aucune,663,Luxe,458
Ballon Nike,Maison,IKEA,84.94054822766861,Soldes -50%,20,Premium,51
MacBook Air M3,Alimentation,Danone,-81.99209088685524,Aucune,404,Premium,317
Canapé IKEA Ektorp,Sport,Danone,-106.7307537728797,Aucune,2454,Premium,245
Zara Veste Hiver,Mode,Zara,894.0879386640188,Aucune,383,Standard,810
H&M T-Shirt,Sport,Nike,39.83987401443432,Aucune,144,Premium,193
Nike Air Max,Beauté,Lindt,21.752984993242126,Aucune,200,Premium,171
Lampe Philips Hue,Électronique,Apple,155.31811204414132,Soldes -20%,671,Luxe,-120
Adidas Survêtement,Mode,Zara,374.20399577520567,Soldes -20%,445,Standard,311
PlayStation 5,Beauté,Chanel,281.87743983437775,Cyber Monday -35%,-82,Premium,6
Vélo Décathlon,Maison,Philips,48.36941455762309,Soldes -30%,684,Standard,498
Huile d'Olive Bio,Alimentation,Dyson,-48.65659014719728,Promo Flash -25%,300,Standard,205
Chocolat Lindt,Électronique,Terra Bio,133.9083910025401,Aucune,323,Budget,476
Ballon Nike,Sport,Adidas,-72.41190801278292,Soldes -30%,452,Budget,462
Parfum Chanel N°5,Électronique,Adidas,-47.51084545727588,Aucune,72,Premium,369
Samsung Galaxy S24,Électronique,Apple,279.31532172772023,Aucune,370,Standard,397
iPhone 15 Pro,Beauté,Adidas,-3.173272140872882,Aucune,259,Premium,813
Canapé IKEA Ektorp,Alimentation,Samsung,74.90363492542514,Aucune,40,Luxe,225
Canapé IKEA Ektorp,Mode,Terra Bio,429.8771085459118,Soldes -20%,392,Standard,59
Vélo Décathlon,Électronique,Apple,159.8742123619378,Aucune,972,Premium,969
Vélo Décathlon,Maison,IKEA,-26.70035182129972,Aucune,278,Luxe,50
iPhone 15 Pro,Électronique,Lindt,369.6821024817833,2ème à -50%,465,Budget,675
Yaourt Nature,Mode,Terra Bio,-9.674829136158621,Aucune,104,Budget,1056
Lampe Philips Hue,Mode,Nike,771.076912944344,Aucune,254,Standard,603
iPhone 15 Pro,Mode,Terra Bio,125.4756981882627,Soldes -20%,571,Premium,546
MacBook Air M3,Alimentation,Sony,80.39656746683426,Promo Flash -25%,444,Standard,86
Parfum Chanel N°5,Alimentation,Sony,-22.45088279824786,Aucune,149,Budget,287
Zara Veste Hiver,Mode,Lindt,-65.48335066979129,Soldes -20%,409,Premium,753
Canapé IKEA Ektorp,Maison,L'Oréal,680.4911110522485,Aucune,1121,Luxe,993
Huile d'Olive Bio,Beauté,Décathlon,-46.9086559936934,Aucune,359,Luxe,304
Huile d'Olive Bio,Électronique,Apple,608.8135092766073,Aucune,1062,Premium,1134
iPhone 15 Pro,Alimentation,Samsung,-4.742251866359879,Cyber Monday -35%,131,Budget,689
Yaourt Nature,Mode,Lindt,997.9922607973605,Aucune,276,Standard,38
H&M T-Shirt,Mode,Danone,-84.88237742031322,Aucune,406,Luxe,1328
Café Arabica,Maison,Décathlon,-20.923894512074867,Aucune,118,Standard,362
Adidas Survêtement,Sport,Sony,45.629907273531465,Aucune,355,Standard,399
Aspirateur Dyson V15,Mode,Danone,926.3596957110135,Aucune,374,Première Commande,173
Lampe Philips Hue,Mode,Philips,-23.9575362654096,Soldes -20%,496,Premium,323
iPhone 15 Pro,Alimentation,L'Oréal,596.4268650615625,Promo Flash -25%,209,Luxe,764
Zara Veste Hiver,Mode,Danone,673.1490226727344,Aucune,354,Budget,405
iPhone 15 Pro,Électronique,Dyson,106.70031838934887,Aucune,426,Luxe,236
Huile d'Olive Bio,Sport,Lindt,-140.61551837247276,Black Friday -40%,422,Standard,2247
iPhone 15 Pro,Alimentation,Lindt,223.30163293620146,Aucune,1092,Luxe,1016
Vélo Décathlon,Mode,IKEA,341.6774170212207,Aucune,526,Premium,653
Adidas Survêtement,Maison,Apple,-42.08423469496782,Aucune,703,Standard,751
Parfum Chanel N°5,Mode,Décathlon,-74.19646655471522,Aucune,425,Budget,727
PlayStation 5,Mode,Zara,446.1616864568176,Aucune,2113,Premium,392
PlayStation 5,Sport,Philips,327.8100758681798,Aucune,339,Première Commande,1133
Crème L'Oréal,Mode,Zara,474.6866142282139,Aucune,241,Budget,714
Huile d'Olive Bio,Mode,Philips,674.5275412429407,Aucune,373,Première Commande,440
MacBook Air M3,Maison,Philips,239.43903219423493,Aucune,156,Premium,306
Nike Air Max,Mode,Nike,79.65974721129872,Cyber Monday -35%,327,Budget,460
Samsung Galaxy S24,Maison,Samsung,-92.03126714811864,Cyber Monday -35%,235,Standard,462
Vélo Décathlon,Alimentation,Lavazza,-63.91243072538326,Aucune,100,Luxe,616
Yaourt Nature,Beauté,Terra Bio,69.48948589953085,Soldes -30%,924,Premium,521
Parfum Chanel N°5,Électronique,Décathlon,-9.23608703269931,Aucune,309,Luxe,1701
Zara Veste Hiver,Mode,H&M,-6.548255300317713,Aucune,94,Standard,274
Parfum Chanel N°5,Maison,Terra Bio,64.89933125680284,Aucune,234,Standard,491
Parfum Chanel N°5,Beauté,Nike,-119.02354046417503,Aucune,144,Luxe,238
Zara Veste Hiver,Sport,Décathlon,-63.40533481360663,Cyber Monday -35%,397,Standard,347
Vélo Décathlon,Sport,Chanel,199.09488497193172,Black Friday -40%,-76,Standard,119
Ballon Nike,Alimentation,Décathlon,24.957554805423626,Aucune,341,Standard,113
Huile d'Olive Bio,Alimentation,Samsung,-47.35705163868002,Soldes -20%,-9,Budget,667
Café Arabica,Alimentation,Adidas,-25.46566533231629,Aucune,1057,Premium,357
Zara Veste Hiver,Sport,Nike,343.4821975752588,Soldes -20%,133,Luxe,602
Vélo Décathlon,Mode,Nike,194.7591318390623,Aucune,472,Budget,344
Adidas Survêtement,Alimentation,Terra Bio,490.2401927644336,Aucune,190,Budget,525
Adidas Survêtement,Électronique,Apple,466.881661460243,Aucune,414,Luxe,303
Nike Air Max,Mode,Philips,700.8908935987315,Soldes -20%,485,Premium,259
Vélo Décathlon,Maison,Danone,14.821920219239814,Aucune,987,Budget,365
Chocolat Lindt,Alimentation,Danone,44.91653591841899,Soldes -50%,23,Budget,896
Samsung Galaxy S24,Mode,Adidas,786.0559302516162,Soldes -20%,406,Standard,330
AirPods Pro,Mode,Nike,684.4078596780989,Aucune,491,Luxe,531
Lampe Philips Hue,Alimentation,Adidas,23.054840038347173,Aucune,143,Premium,143
Ballon Nike,Électronique,IKEA,638.5895087104482,Aucune,151,Premium,388
Zara Veste Hiver,Sport,H&M,-98.87164203183238,Aucune,146,Budget,321
MacBook Air M3,Maison,Terra Bio,58.25254937874948,3 pour 2,158,Standard,271
Samsung Galaxy S24,Électronique,Zara,100.06410686324445,Soldes -30%,337,Budget,166
PlayStation 5,Mode,Sony,-33.917436272409134,2ème à -50%,459,Budget,1044
Vélo Décathlon,Sport,Adidas,1487.63588712118,Aucune,777,Luxe,746
Samsung Galaxy S24,Électronique,H&M,806.5339679953371,Soldes -20%,138,Budget,454
Huile d'Olive Bio,Sport,Philips,184.70891142534867,Aucune,357,Premium,1113
Aspirateur Dyson V15,Mode,Lavazza,365.25214834816506,Aucune,1039,Standard,943
Vélo Décathlon,Beauté,Décathlon,48.60781918398787,Promo Flash -25%,426,Standard,1482
Zara Veste Hiver,Électronique,Lindt,62.4183238882584,Soldes -30%,370,Budget,198
MacBook Air M3,Mode,Lindt,48.678169194974956,Aucune,969,Premium,394
Huile d'Olive Bio,Beauté,Adidas,-106.59891477847694,Aucune,144,Standard,444
Ballon Nike,Maison,Zara,431.01660199190667,Aucune,199,Standard,783
Parfum Chanel N°5,Mode,Philips,480.0033478437103,Aucune,494,Premium,428
Chocolat Lindt,Alimentation,Philips,11.973272179963146,Black Friday -40%,359,Premium,281
Ballon Nike,Électronique,Chanel,1185.9052788991212,Aucune,163,Premium,325
Zara Veste Hiver,Alimentation,Danone,509.20838268535135,Soldes -20%,449,Standard,811
Zara Veste Hiver,Sport,Nike,290.12178140998867,Aucune,150,Luxe,376
PlayStation 5,Électronique,Sony,679.5882378954095,Aucune,447,Premium,799
Ballon Nike,Alimentation,Décathlon,194.71727709241407,Aucune,911,Standard,539
Adidas Survêtement,Mode,Philips,455.6572905478404,Soldes -20%,301,Standard,772
Café Arabica,Beauté,Philips,103.93497347190251,Aucune,145,Standard,174
Vélo Décathlon,Mode,Chanel,163.7560295285793,Aucune,1079,Premium,781
Yaourt Nature,Beauté,Dyson,-162.9971351546091,Promo Flash -25%,320,Budget,442
Adidas Survêtement,Sport,Nike,480.75496994419456,Aucune,619,Budget,705
Lampe Philips Hue,Maison,Sony,-57.16082156194102,Soldes -20%,296,Luxe,706
Adidas Survêtement,Beauté,Apple,23.94693772806059,Aucune,624,Premium,526
Aspirateur Dyson V15,Électronique,L'Oréal,1241.2293971989382,Aucune,321,Standard,683
Nike Air Max,Beauté,Nike,-52.443230566901974,Aucune,403,Première Commande,215
Samsung Galaxy S24,Alimentation,IKEA,13.79260318656521,Aucune,157,Luxe,304
PlayStation 5,Sport,IKEA,528.7274176714546,Aucune,384,Budget,192
Huile d'Olive Bio,Beauté,Sony,-126.41079406139878,Promo Flash -25%,293,Standard,178
Huile d'Olive Bio,Électronique,Chanel,255.35291130959206,Aucune,386,Budget,522
PlayStation 5,Sport,Adidas,373.27515569594345,Aucune,249,Standard,48
Nike Air Max,Maison,Adidas,-14.274455842774898,Aucune,2353,Premium,1087
Aspirateur Dyson V15,Alimentation,Lavazza,625.7070959997686,Aucune,106,Première Commande,358
Chocolat Lindt,Beauté,Nike,1343.4390902030796,Aucune,170,Budget,193
Chocolat Lindt,Alimentation,Décathlon,383.7115524689805,Aucune,398,Budget,410
MacBook Air M3,Alimentation,Danone,398.0380442321736,Aucune,-61,Premium,370
Canapé IKEA Ektorp,Mode,Lindt,111.52363919563368,Aucune,325,Première Commande,911
Adidas Survêtement,Sport,Chanel,-50.449771334151535,Aucune,482,Premium,473
H&M T-Shirt,Mode,Apple,167.9874485453179,Cyber Monday -35%,418,Standard,163
Lampe Philips Hue,Mode,Apple,198.9966364932071,3 pour 2,398,Premium,61
Aspirateur Dyson V15,Beauté,Apple,99.08564802924259,Cyber Monday -35%,215,Luxe,204
MacBook Air M3,Mode,Danone,619.1605889382079,Aucune,839,Standard,325
Chocolat Lindt,Mode,Chanel,-66.3050993802293,Soldes -50%,136,Budget,79
H&M T-Shirt,Maison,L'Oréal,-43.144135472047935,Aucune,452,Standard,425
Parfum Chanel N°5,Maison,IKEA,884.8811677397639,Aucune,604,Budget,93
H&M T-Shirt,Maison,Apple,830.14321599184,Aucune,134,Luxe,947
Vélo Décathlon,Mode,Philips,256.5160921394032,2ème à -50%,365,Standard,1272
Aspirateur Dyson V15,Maison,Nike,745.5579979572565,Soldes -30%,153,Budget,474
Lampe Philips Hue,Électronique,Adidas,573.3073049316918,Aucune,632,Standard,206
Adidas Survêtement,Sport,Terra Bio,-79.1076451750079,Soldes -30%,202,Premium,2194
MacBook Air M3,Sport,Dyson,75.85899297604132,Aucune,-58,Premium,-52
Aspirateur Dyson V15,Mode,Chanel,-49.712867316179825,Aucune,390,Luxe,996
Ballon Nike,Électronique,L'Oréal,162.61176644425188,Aucune,580,Première Commande,2
Nike Air Max,Beauté,L'Oréal,-15.706047165778493,Aucune,232,Standard,280
Adidas Survêtement,Sport,L'Oréal,-73.04797328084055,Cyber Monday -35%,528,Premium,95
Nike Air Max,Alimentation,Danone,349.37486532990783,2ème à -50%,211,Premium,71
iPhone 15 Pro,Électronique,Danone,-174.4732923063089,Aucune,471,Standard,519
MacBook Air M3,Beauté,Chanel,-31.44467654328838,Soldes -20%,118,Standard,182
iPhone 15 Pro,Beauté,Lindt,-66.63173654157052,Soldes -30%,58,Budget,425
Zara Veste Hiver,Maison,L'Oréal,367.99102665747955,Aucune,911,Budget,1117
Yaourt Nature,Beauté,Nike,792.6267086768071,Aucune,349,Budget,387
Ballon Nike,Sport,L'Oréal,213.339827226406,Cyber Monday -35%,338,Premium,282
Parfum Chanel N°5,Électronique,Samsung,-6.608765877172765,Aucune,530,Budget,450
PlayStation 5,Mode,Samsung,278.6295367847009,Aucune,428,Standard,410
H&M T-Shirt,Mode,Adidas,857.0848324464096,Aucune,400,Premium,570
Café Arabica,Alimentation,Décathlon,289.4066499833157,Aucune,-40,Standard,150
Zara Veste Hiver,Maison,Danone,-100.20148620666868,Aucune,87,Budget,365
Parfum Chanel N°5,Sport,Nike,-5.252540514561019,Promo Flash -25%,390,Standard,406
MacBook Air M3,Sport,IKEA,66.78379581949048,Aucune,417,Première Commande,-3
Lampe Philips Hue,Mode,Samsung,-17.2931993736877,Aucune,1029,Luxe,340
AirPods Pro,Sport,Danone,192.89621388607708,Aucune,254,Standard,941
Huile d'Olive Bio,Mode,Décathlon,-12.751687169169848,Aucune,894,Standard,235
Samsung Galaxy S24,Alimentation,Nike,423.41348667300963,Promo Flash -25%,1104,Budget,1222
Zara Veste Hiver,Sport,Apple,339.6130333193569,Aucune,620,Budget,1227
H&M T-Shirt,Mode,L'Oréal,-10.707781076186457,Soldes -20%,407,Standard,84
Vélo Décathlon,Mode,Chanel,-76.29910886025698,Soldes -20%,126,Première Commande,197
Vélo Décathlon,Électronique,Philips,-118.91779581160591,Black Friday -40%,873,Premium,543
Vélo Décathlon,Électronique,Lindt,422.82716544848336,Soldes -20%,97,Premium,748
H&M T-Shirt,Sport,Nike,98.59634888942185,Aucune,452,Première Commande,370
Parfum Chanel N°5,Mode,Zara,-53.70229765310711,Soldes -30%,788,Standard,276
Parfum Chanel N°5,Beauté,Décathlon,-82.25662725976451,Aucune,849,Luxe,1403
Canapé IKEA Ektorp,Maison,IKEA,130.00379606860832,Aucune,248,Luxe,107
MacBook Air M3,Sport,H&M,1.940777845006835,Aucune,219,Budget,1651
Aspirateur Dyson V15,Mode,Sony,-49.43549668691659,Aucune,1111,Luxe,901
AirPods Pro,Maison,Adidas,439.71328296290466,Aucune,421,Standard,829
Canapé IKEA Ektorp,Sport,Nike,606.2364464667323,Aucune,624,Luxe,288
Samsung Galaxy S24,Beauté,IKEA,484.62050485665634,Aucune,292,Premium,344
Chocolat Lindt,Mode,Chanel,77.74271964304135,Aucune,194,Standard,257
H&M T-Shirt,Électronique,Sony,-76.36552607013999,Cyber Monday -35%,-50,Première Commande,348
Aspirateur Dyson V15,Sport,Décathlon,-93.87000293290941,Aucune,101,Budget,155
Nike Air Max,Mode,Samsung,8.34532136054844,Aucune,508,Première Commande,148
Chocolat Lindt,Mode,Dyson,1817.011651997263,Soldes -20%,379,Premium,236
Parfum Chanel N°5,Sport,Terra Bio,-109.22426604865007,Aucune,246,Budget,389
Canapé IKEA Ektorp,Maison,Sony,1.2727904072038,Aucune,540,Première Commande,448
Canapé IKEA Ektorp,Mode,Lindt,463.381885025885,Aucune,1542,Standard,850
Lampe Philips Hue,Sport,Adidas,1204.939716555276,Aucune,668,Standard,290
Vélo Décathlon,Mode,Nike,-54.96409558617184,Aucune,41,Budget,733
Nike Air Max,Mode,Nike,828.2310579528803,Aucune,690,Premium,761
Canapé IKEA Ektorp,Électronique,Chanel,-82.27159395695881,Aucune,353,Premium,525
Adidas Survêtement,Électronique,Danone,-2.0339637763219898,Aucune,550,Première Commande,1141
Zara Veste Hiver,Alimentation,Zara,-9.881003115294199,Aucune,184,Standard,194
Samsung Galaxy S24,Mode,Zara,-64.44932797245559,Aucune,293,Standard,368
Zara Veste Hiver,Mode,Terra Bio,423.468423234028,Aucune,882,Premium,928
Lampe Philips Hue,Électronique,Apple,417.5375685422332,Aucune,689,Luxe,877
H&M T-Shirt,Électronique,Philips,36.78913013863304,Aucune,358,Budget,162
Yaourt Nature,Maison,Dyson,-124.84757091852731,Soldes -20%,302,Standard,1005
Parfum Chanel N°5,Électronique,L'Oréal,327.0133349808769,Soldes -20%,832,Budget,310
Canapé IKEA Ektorp,Maison,Zara,775.6900707764386,Soldes -30%,355,Premium,1008
